soc10m,sc2010mg,N,E0,E1,E2,gaisi_beta,E1_3d,E2_3d,N_3d
5211  'Smiths and forge workers',521,22.50480830669403,64.00950000435114,4.869000133126974,6.621500213630497,.36346677,26.981501,46.557503,233.32573
"5212  'Moulders, core makers and die casters'",521,.159375011920929,.8075000047683716,0,.0425000004470348,.2154081,26.981501,46.557503,233.32573
5213  'Sheet metal workers',521,66.6499999165535,48.92149944603443,5.365000035613775,12.36350027658045,.17324457,26.981501,46.557503,233.32573
"5214  'Metal plate workers, and riveters'",521,.4115384519100189,.800000011920929,0,0,.2154081,26.981501,46.557503,233.32573
5215  'Welding trades',521,102.3500003218651,70.33249977231026,12.56500049307942,19.45250071212649,.21779434,26.981501,46.557503,233.32573
5216  'Pipe fitters',521,41.25000035762787,28.99000019580126,4.182500161230564,8.077500320971012,.19930303,26.981501,46.557503,233.32573
5221  'Metal machining setters and setter-operators',522,43.7500005364418,24.81750054657459,7.065000168979168,11.86750034987926,.29711428,86.107002,148.87851,559.84998
"5222  'Tool makers, tool fitters and markers-out'",522,71.25000071525574,41.69000022858381,12.24000026658177,17.32000053301454,.29333335,86.107002,148.87851,559.84998
5223  'Metal working production and maintenance fitters',522,308.4000021219254,175.2925005741417,46.18050120584667,86.92700246721506,.29067445,86.107002,148.87851,559.84998
5224  'Precision instrument makers and repairers',522,100.5500000119209,58.66499996185303,15.87500029802322,26.01000025123358,.2872203,86.107002,148.87851,559.84998
5225  'Air-conditioning and refrigeration engineers',522,35.90000015497208,24.39949990063906,4.746500119566917,6.754000145941973,.22628134,86.107002,148.87851,559.84998
"5231  'Vehicle technicians, mechanics and electricians'",523,183.3500010371208,108.0530004501343,28.36900093406439,46.92800159007311,.28269976,46.822002,88.629005,376.14999
5232  'Vehicle body builders and repairers  ',523,38.40000033378601,26.68599968403578,4.075500059872866,7.638500203378499,.20559245,46.822002,88.629005,376.14999
5234  'Vehicle paint technicians',523,41.80000007152557,30.55499970912933,1.522500030696392,9.722500015050173,.15272129,46.822002,88.629005,376.14999
5235  'Aircraft maintenance and related trades',523,44.75000047683716,27.4349998831749,6.195000175386667,11.12000031024218,.26268157,46.822002,88.629005,376.14999
5236  'Boat and ship builders and repairers',523,35.80000025033951,26.02749992161989,3.852500110864639,5.920000225305557,.1902933,46.822002,88.629005,376.14999
5237  'Rail and rolling stock builders and repairers',523,32.05000030994415,21.94250023365021,2.807500101625919,7.300000224262476,.20148206,46.822002,88.629005,376.14999
5241  'Electricians and electrical fitters',524,128.4675448685884,74.08249999210238,21.0495006814599,33.71800096333027,.29508233,70.317001,102.58801,365.12543
5242  'Telecommunications engineers',524,24.85000014305115,15.28000014275312,3.787500102072954,5.782500173896551,.26876259,70.317001,102.58801,365.12543
"5244  'TV, video and audio engineers'",524,26.45000016689301,15.15499991178513,5.030000075697899,6.265000149607658,.30860114,70.317001,102.58801,365.12543
5245  'IT engineers',524,42.25000005960464,9.937500201165676,15.9225003644824,16.39000038802624,.57082844,70.317001,102.58801,365.12543
5249  'Electrical and electronic trades n.e.c.',524,143.1078961789608,91.69000058434904,24.52750067599118,40.43250096589327,.31265745,70.317001,102.58801,365.12543
"5250  'Sklld metal, electrical and electrnc trades sprvsrs'",525,21.95000010728836,9.265000220388174,5.500000193715096,7.185000211000443,.4142369,5.5,7.1850004,21.950001
5311  'Steel erectors',531,22.55000019073486,20.1825000718236,.8499999940395355,1.517500046640635,.071341462,56.527,94.909004,609.96393
5312  'Bricklayers and masons',531,105.5000001788139,82.03200023621321,9.272500126622617,14.19550027418882,.15516825,56.527,94.909004,609.96393
"5313  'Roofers, roof tilers and slaters'",531,93.26390697807074,125.6289998479187,6.228500049561262,12.89250030368567,.13590199,56.527,94.909004,609.96393
5314  'Plumbers and heating and ventilating engineers',531,34.70000016689301,25.91499965637922,3.598500063642859,5.186500072479248,.17843661,56.527,94.909004,609.96393
5315  'Carpenters and joiners',531,99.00000071525574,76.12949995324016,7.068000163882971,15.80250045657158,.15120454,56.527,94.909004,609.96393
"5316  'Glaziers, window fabricators and fitters'",531,94.25000059604645,75.83449988439679,6.507000183686614,11.90850030491129,.13221486,56.527,94.909004,609.96393
5319  'Construction and building trades n.e.c.',531,160.7000006437302,104.2915002778172,23.00250056572258,33.40600098483264,.24707842,56.527,94.909004,609.96393
5321  'Plasterers',532,66.15000021457672,57.39699981361628,3.435500044841319,5.317500148899853,.09212774,6.3405004,8.54,97.943596
5322  'Floorers and wall tilers',532,.5435937643051147,.699999988079071,0,0,.10833276,6.3405004,8.54,97.943596
5323  'Painters and decorators',532,31.25000029802322,25.12250033766031,2.905000116676092,3.222500130534172,.14452,6.3405004,8.54,97.943596
5330  'Construction and building trades supervisors',533,128.1000008583069,70.66450016573071,22.63400062918663,34.80150117352605,.31252733,22.634001,34.801502,128.10001
5411  'Weavers and knitters',541,.3048387169837952,.6649999618530273,0,.0350000001490116,.21186715,36.307499,59.043003,310.70886
5412  'Upholsterers',541,43.60000014305115,28.53749993443489,6.910000123083591,8.152500227093697,.25197822,36.307499,59.043003,310.70886
5413  'Footwear and leather working trades',541,77.90000009536743,57.19849931448698,6.588000102899969,14.11350053036585,.17515726,36.307499,59.043003,310.70886
5414  'Tailors and dressmakers',541,157.1500005722046,118.7030000984669,17.43400037987158,21.01300050225109,.1777951,36.307499,59.043003,310.70886
"5419  'Textiles, garments and related trades n.e.c.'",541,31.75403222441673,35.1454999409616,5.375500114634633,15.72900028247386,.41695493,36.307499,59.043003,310.70886
5421  'Pre-press technicians',542,19.60000002384186,11.52500001341105,2.305000045336783,5.770000085234642,.26479593,22.24,45.306,152.8
5422  'Printers',542,89.10000038146973,50.5300006493926,12.40250036120415,26.16750060394406,.28604096,22.24,45.306,152.8
5423  'Print finishing and binding workers',542,44.10000002384186,23.19899989664555,7.532500119879842,13.36850027460605,.3223753,22.24,45.306,152.8
5431  'Butchers',543,47.55000025033951,41.67950024455786,2.492500066757202,3.378000088501722,.087939017,33.371502,52.391502,256.04999
5432  'Bakers and flour confectioners',543,55.75000029802322,37.05249994248152,6.76650014333427,11.93100021965802,.22837669,33.371502,52.391502,256.04999
5433  'Fishmongers and poultry dressers',543,28.15000027418137,23.33250000327826,1.365000034682453,3.452500101178885,.1098135,33.371502,52.391502,256.04999
5434  'Chefs',543,46.25000029802322,21.32999984920025,10.14750040322542,14.77250046283007,.37910813,33.371502,52.391502,256.04999
5435  'Cooks',543,37.15000027418137,28.21000002324581,2.712500043213367,6.227500267326832,.15683042,33.371502,52.391502,256.04999
5436  'Catering and bar mngrs',543,41.20000052452087,18.68250051140785,9.887500390410423,12.6300005838275,.39326456,33.371502,52.391502,256.04999
"5441  'Glass and ceramics makers, decorators and finishers'",544,138.0999997258186,96.0550000295043,18.67150034150109,23.3735008854419,.21982802,51.939003,80.523003,400.15942
5442  'Furniture makers and other craft woodworkers',544,115.4000001549721,81.07649987190962,15.86150034563616,18.46200039563701,.21743934,51.939003,80.523003,400.15942
5443  'Florists',544,28.44999998807907,14.36750000715256,3.945000097155571,10.13750038295984,.31682777,51.939003,80.523003,400.15942
5449  'Other skilled trades n.e.c.',544,118.2094349786639,108.7890002522618,13.4610003400594,28.55000053253025,.2346344,51.939003,80.523003,400.15942
6121  'Nursery nurses and assistants',612,66.75000041723251,41.81600028648973,11.73600038141012,13.19800030067563,.27468166,40.658501,42.3815,280.10001
6122  'Childminders and related occupations',612,74.40000057220459,59.5515001565218,9.412000359967351,5.436500194482505,.163041,40.658501,42.3815,280.10001
6123  'Playworkers',612,32.80000007152557,24.74299992993474,3.729500114917755,4.327500084415078,.17967226,40.658501,42.3815,280.10001
6125  'Teaching assistants',612,62.30000030994415,43.01750020682812,9.128500172868371,10.15400022827089,.22801766,40.658501,42.3815,280.10001
6126  'Educational support assistants',612,43.85000020265579,27.93200011178851,6.652500163763762,9.265500154346228,.25736031,40.658501,42.3815,280.10001
6131  'Veterinary nurses',613,44.50000023841858,31.53999983519316,3.480500059202313,9.479500167071819,.18472472,32.768002,49.540001,269.5
6132  'Pest control officers',613,38.99999994039536,25.2449998408556,5.635000042617321,8.120000220835209,.24858975,32.768002,49.540001,269.5
6139  'Animal care services occupations n.e.c.',613,186.0000008940697,130.4070010669529,23.65250061731786,31.94050083309412,.21302554,32.768002,49.540001,269.5
6141  'Nursing auxiliaries and assistants',614,197.2500013709068,120.7655004002154,30.58500089123845,45.89950126409531,.27140558,94.175499,130.59851,581.90002
6142  'Ambulance staff (excluding paramedics)',614,21.80000001192093,17.03249984234571,1.210000045597553,3.557500064373016,.13709863,94.175499,130.59851,581.90002
6143  'Dental nurses',614,24.15000009536743,13.73999982327223,3.250000156462193,7.16000022739172,.28281575,94.175499,130.59851,581.90002
6144  'Houseparents and residential wardens',614,61.10000002384186,36.86099987104535,11.15400020964444,13.08500027470291,.28963175,94.175499,130.59851,581.90002
6145  'Care workers and home carers',614,96.05000048875809,52.76249987259507,19.09200048819184,24.19550063833594,.32472411,94.175499,130.59851,581.90002
6146  'Snr care workers',614,71.75000059604645,40.31550064310431,16.20850033219904,15.22600036486983,.33200696,94.175499,130.59851,581.90002
6147  'Care escorts',614,7.800000071525574,6.225000038743019,.6750000081956387,.8999999947845936,.14423077,94.175499,130.59851,581.90002
"6148  'Undertakers, mortuary and crematorium assistants'",614,102.0000005364418,69.42399975284934,12.00100025720894,20.57500038854778,.21851471,94.175499,130.59851,581.90002
6211  'Sports and leisure assistants',621,87.50000029802322,54.72049996256828,14.27700034342706,18.50250032171607,.26889428,59.984501,88.952499,350.04999
6212  'Travel agents',621,22.70000004768372,8.060000151395798,5.570000153034925,9.070000249892473,.44515419,59.984501,88.952499,350.04999
6214  'Air travel assistants',621,73.70000052452087,49.60749990493059,8.887500319629908,15.20500043779612,.22374491,59.984501,88.952499,350.04999
6215  'Rail travel assistants',621,73.90000069141388,43.67500026524067,8.985000301152468,21.24000068753958,.26529095,59.984501,88.952499,350.04999
6219  'Leisure and travel service occupations n.e.c.',621,92.25000035762787,45.04999978095293,22.26500047370791,24.9350002463907,.37650406,59.984501,88.952499,350.04999
6221  'Hairdressers and barbers',622,58.95000004768372,46.4575001001358,5.142500068992376,7.350000210106373,.14957592,12.212501,16.985001,110.79706
6222  'Beauticians and related occupations',622,51.84705906361341,35.89500005170703,7.070000156760216,9.635000202804804,.22928013,12.212501,16.985001,110.79706
6231  'Housekeepers and related occupations',623,27.65000009536743,23.94150007516146,1.416000040248036,2.292500032112002,.092667274,4.941,7.3875003,50
6232  'Caretakers',623,22.35000014305115,13.73000001162291,3.525000059977174,5.095000138506293,.27170023,4.941,7.3875003,50
6240  'Cleaning and housekeeping mngrs and supervisors',624,25.10000026226044,8.555000118911266,6.555000156164169,9.990000240504742,.46015936,6.5550003,9.9899998,25.1
7111  'Sales and retail assistants',711,34.35000014305115,17.56350019201636,5.475000139325857,11.31150022521615,.32403931,16.5875,41.121502,129.1682
7112  'Retail cashiers and check-out operators',711,26.50000017881393,17.85000016540289,2.255000073462725,6.395000170916319,.20575473,16.5875,41.121502,129.1682
7113  'Telephone salespersons',711,10.5,1.582499967887998,2.567500047385693,6.350000001490116,.54690474,16.5875,41.121502,129.1682
7114  'Pharmacy and other dispensing assistants',711,57.05000007152557,34.50500001013279,6.020000167191029,16.52500039339066,.25035056,16.5875,41.121502,129.1682
7115  'Vehicle and parts salespersons and advisers',711,.7681952714920044,.0899999961256981,.2700000107288361,.5400000214576721,.28759596,16.5875,41.121502,129.1682
7121  'Collector salespersons and credit agents',712,5.200000047683716,1.464999996125698,1.480000022798777,2.255000043660402,.50144231,54.154003,92.026505,288.29999
"7122  'Debt, rent and other cash collectors'",712,79.15000039339066,36.95450003445148,13.78750037774444,28.40800064429641,.35365131,54.154003,92.026505,288.29999
7123  'Roundspersons and van salespersons',712,16.15000009536743,10.27500013262033,2.145000081509352,3.730000093579292,.24829721,54.154003,92.026505,288.29999
7124  'Market and street traders and assistants',712,16.80000007152557,12.38500015437603,1.772500041872263,2.642500065267086,.18415178,54.154003,92.026505,288.29999
7125  'Merchandisers and window dressers',712,107.3000005483627,50.91750061511993,21.05500067397952,35.32750103995204,.36084577,54.154003,92.026505,288.29999
7129  'Sales related occupations n.e.c.',712,63.70000046491623,30.12249985709786,13.9140003696084,19.6635007224977,.37277472,54.154003,92.026505,288.29999
7130  'Sales supervisors',713,46.30000013113022,24.36850048601627,10.3230002084747,11.60850024037063,.34832075,10.323,11.6085,46.299999
7211  'Call and contact centre occupations',721,27.50000017881393,4.482500094920397,3.632500108331442,19.38500046730042,.48454547,32.455002,81.865501,186.7
7213  'Telephonists',721,20.69999998807907,9.53499998152256,3.022500067949295,8.142500157468021,.34269324,32.455002,81.865501,186.7
7214  'Communication operators',721,81.90000063180923,33.97750050574541,14.08500046655536,33.83750057592988,.37855616,32.455002,81.865501,186.7
7215  'Market research interviewers',721,48.50000023841858,21.63950004428625,9.335000280290842,17.52550030965358,.37314948,32.455002,81.865501,186.7
7219  'Customer service occupations n.e.c.',721,8.100000023841858,2.745000001043081,2.380000069737434,2.9750000461936,.47746915,32.455002,81.865501,186.7
7220  'Customer service mngrs and supervisors',722,62.3000003695488,22.22500059008598,17.37750064954162,22.69750060886145,.46109551,17.377501,22.6975,62.299999
"8111  'Food, drink and tobacco process operatives'",811,48.35500022768974,28.25250017642975,4.440000131726265,16.25750036165118,.25992659,18.825001,56.9575,158.82707
8112  'Glass and ceramics process operatives',811,.2138229012489319,.3600000143051147,.0600000023841858,.1800000071525574,.2978318,18.825001,56.9575,158.82707
8113  'Textile process operatives',811,31.39631420373917,21.67999984323978,3.337500091642141,12.83250007405877,.31066546,18.825001,56.9575,158.82707
8114  'Chemical and related process operatives',811,38.15054069459438,24.12500014156103,4.925000090152025,9.600000355392694,.25491121,18.825001,56.9575,158.82707
8115  'Rubber process operatives',811,.2747300267219543,.7599999904632568,0,.0400000028312206,.2978318,18.825001,56.9575,158.82707
8116  'Plastics process operatives',811,14.90000003576279,9.650000043213367,1.000000033527613,4.249999962747097,.20973155,18.825001,56.9575,158.82707
8117  'Metal making and treating process operatives',811,.4498113095760345,.7599999904632568,0,.0400000028312206,.2978318,18.825001,56.9575,158.82707
8118  'Electroplaters',811,.2139622569084167,.1050000041723251,.2449999898672104,.3499999940395355,.2978318,18.825001,56.9575,158.82707
8119  'Process operatives n.e.c.',811,24.87289522588253,64.62499942444265,4.81750014424324,13.4075003284961,.46320504,18.825001,56.9575,158.82707
8121  'Paper and wood machine operatives',812,38.52891919761896,32.02250011265278,6.71500027179718,25.01250062137842,.49887854,49.738003,114.332,349.87201
8122  'Coal mine operatives',812,7.157949037849903,35.56450009718537,5.015000155195594,9.2705002669245,1.3481865,49.738003,114.332,349.87201
8123  'Quarry workers and related operatives',812,.6851282119750977,.7199999690055847,0,.0800000056624413,.30555174,49.738003,114.332,349.87201
8124  'Energy plant operatives',812,80.20000016689301,53.19549994543195,10.89900023117661,16.10550043266267,.23630612,49.738003,114.332,349.87201
8125  'Metal working machine operatives',812,35.50000017881393,27.72150012850761,2.085000086575747,5.693500140681863,.13892254,49.738003,114.332,349.87201
8126  'Water and sewerage plant operatives',812,83.85000038146973,38.95500011742115,12.56500038132071,32.33000080287457,.34263566,49.738003,114.332,349.87201
8127  'Printing machine assistants',812,26.1000000834465,11.33249995484948,4.230000101029873,10.53750034049153,.36393678,49.738003,114.332,349.87201
8129  'Plant and machine operatives n.e.c.',812,77.85000038146973,54.31850032508373,8.229000179097056,15.30250038858503,.20398523,49.738003,114.332,349.87201
8131  'Assemblers (electrical and electronic products)',813,11.50000011920929,6.190000079572201,1.210000025108457,4.100000144913793,.28347826,12.752501,48.451,170.19891
8132  'Assemblers (vehicles and metal goods)',813,27.6989191621542,19.2190000154078,3.045000096783042,6.036000140942633,.21888942,12.752501,48.451,170.19891
8133  'Routine inspectors and testers',813,18.40000015497208,7.230000045150518,1.565000044181943,9.605000210925937,.3460598,12.752501,48.451,170.19891
"8134  'Weighers, graders and sorters'",813,10.10000014305115,5.095000099390745,.235000004991889,4.770000088959932,.25940594,12.752501,48.451,170.19891
"8135  'Tyre, exhaust and windscreen fitters'",813,45.95000016689301,36.25249984487891,3.300000097602606,6.397500086575747,.1414309,12.752501,48.451,170.19891
8137  'Sewing machinists',813,29.10000020265579,18.6100003272295,1.190000031143427,9.300000241026282,.20068729,12.752501,48.451,170.19891
8139  'Assemblers and routine operatives n.e.c.',813,27.45000028610229,17.00000011175871,2.207500046119094,8.242500195279717,.23055556,12.752501,48.451,170.19891
"8141  'Scaffolders, stagers and riggers'",814,26.90000003576279,23.06699998676777,1.180000020191073,2.653000086545944,.093178444,16.7195,33.269501,256.04999
8142  'Road construction operatives',814,29.30000007152557,25.19699962437153,1.254000044427812,2.849000085145235,.091416381,16.7195,33.269501,256.04999
8143  'Rail construction and maintenance operatives',814,30.20000022649765,23.53000016137958,1.460000045597553,5.210000153630972,.13460265,16.7195,33.269501,256.04999
8149  'Construction operatives n.e.c.',814,169.6500007510185,134.2669989354908,12.82550035975873,22.55750053981319,.14208223,16.7195,33.269501,256.04999
8211  'Large goods vehicle drivers',821,40.95000016689301,28.24249999970198,3.590000115334988,9.117500003427267,.19899267,20.704,26.991501,156.06268
8212  'Van drivers',821,9.612686097621918,7.801999900490046,.9690000088885427,.9290000274777412,.14912586,20.704,26.991501,156.06268
8213  'Bus and coach drivers',821,38.90000021457672,31.66249978542328,1.990000057965517,5.247500170022249,.11860541,20.704,26.991501,156.06268
8214  'Taxi and cab drivers and chauffeurs',821,23.25000011920929,17.9450000077486,2.805000111460686,2.500000078231096,.17440861,20.704,26.991501,156.06268
8215  'Driving instructors',821,43.35000044107437,22.80250028893352,11.35000027343631,9.197500257752836,.36790657,20.704,26.991501,156.06268
8221  'Crane drivers',822,27.50000029802322,22.48300037533045,.9380000252276659,4.079000109806657,.10827273,4.6220002,18.629,47.825001
8222  'Fork-lift truck drivers',822,13.94999998807907,11.19599989801645,.8515000399202108,1.902500024996698,.1292294,4.6220002,18.629,47.825001
8223  'Agricultural machinery drivers',822,5.791666932404041,19.90000008046627,2.762500058859587,12.08750020898879,1.5205035,4.6220002,18.629,47.825001
8229  'Mobile machine drivers and operatives n.e.c.',822,.5833333134651184,.0700000002980232,.0700000002980232,.5600000023841858,.29140615,4.6220002,18.629,47.825001
8231  'Train and tram drivers',823,35.45000010728836,20.47750000655651,4.590000094845891,10.3825002387166,.27591679,21.664501,49.373001,178.14999
8232  'Marine and waterways transport operatives',823,32.75000023841858,20.32249991223216,4.207500148564577,8.220000214874744,.25396946,21.664501,49.373001,178.14999
8233  'Air transport operatives',823,30.65000009536743,22.84750003367662,2.407500050961971,5.395000105723739,.16655791,21.664501,49.373001,178.14999
8234  'Rail transport operatives',823,57.95000004768372,30.68750011175871,8.572000149637461,18.69050007965416,.30918464,21.664501,49.373001,178.14999
8239  'Other drivers and transport operatives n.e.c.',823,21.35000002384186,12.77750008553267,1.887499999254942,6.685000155121088,.24496487,21.664501,49.373001,178.14999
9111  'Farm workers',911,41.45000010728836,26.35749992728233,2.35500006750226,12.73750026524067,.21046442,13.0135,35.512501,178.89999
9112  'Forestry workers',911,49.14999997615814,33.61749965697527,4.562500014901161,10.97000033408403,.20442523,13.0135,35.512501,178.89999
9119  'Fishing and other elementary agriculture occs n.e.c.',911,88.30000025033951,70.39899989962578,6.09600018709898,11.80500027304515,.13588336,13.0135,35.512501,178.89999
9120  'Elementary construction occupations',912,112.9000008106232,95.14200016856194,5.719500159844756,12.03850023681298,.10397476,5.7195001,12.0385,112.9
9132  'Industrial cleaning process occupations',913,20.60000014305115,18.87100011110306,.7550000185146928,.9740000227466226,.060291264,2.0180001,7.3450003,52.536407
"9134  'Packers, bottlers, canners and fillers'",913,25.60000026226044,20.4110001437366,.8980000130832195,4.291000134311616,.11888672,2.0180001,7.3450003,52.536407
9139  'Elementary process plant occupations n.e.c.',913,6.336405575275421,4.555000022053719,.3650000113993883,2.08000004850328,.22173455,2.0180001,7.3450003,52.536407
"9211  'Postal workers, mail sorters, mssngrs and couriers'",921,51.10368559509516,42.0800001733005,3.375000093132257,14.09500028938055,.20394811,6.6500001,20.84,76.453682
9219  'Elementary administration occupations n.e.c.',921,25.35000014305115,15.32999985665083,3.275000058114529,6.745000123977661,.26222879,6.6500001,20.84,76.453682
9231  'Window cleaners',923,4.349999964237213,3.489999949932098,.3150000050663948,.5450000055134296,.10993578,10.122001,24.258001,202.39999
9232  'Street cleaners',923,4.449999988079071,4.249999940395355,.0299999993294477,.1700000008568168,.10993578,10.122001,24.258001,202.39999
9233  'Cleaners and domestics',923,47.80000019073486,42.51049995422363,2.826000072993338,2.463500045239925,.084890172,10.122001,24.258001,202.39999
"9234  'Launderers, dry cleaners and pressers'",923,55.95000028610229,47.21500027552247,1.608500053174794,7.126500176265836,.092435211,10.122001,24.258001,202.39999
9235  'Refuse and salvage occupations',923,36.65000027418137,27.28600033000112,2.761500062420964,6.602500165812671,.16542292,10.122001,24.258001,202.39999
9236  'Vehicle valeters and cleaners',923,16.80000007152557,14.71000009775162,.6500000208616257,1.440000036731362,.081547618,10.122001,24.258001,202.39999
9239  'Elementary cleaning occupations n.e.c.',923,36.40000009536743,28.55850003659725,1.931000037118793,5.91050003701821,.13423763,10.122001,24.258001,202.39999
9241  'Security guards and related occupations',924,42.90693678706884,30.87300011515617,3.695000080391765,8.732000196352601,.18787172,12.5,25.957001,117.65694
9242  'Parking and civil enforcement occupations',924,57.05000030994415,34.07000022754073,6.325000163167715,16.65500038489699,.25683612,12.5,25.957001,117.65694
9244  'School midday and crossing patrol occupations',924,17.70000004768372,14.64999987185001,2.480000089854002,.570000022649765,.1562147,12.5,25.957001,117.65694
9251  'Shelf fillers',925,17.05000001192093,10.16999987512827,.7350000366568565,6.14500018581748,.22331379,2.599,10.429,39.75
9259  'Elementary sales occupations n.e.c.',925,22.70000010728836,16.55199997499585,1.864000033587217,4.284000050276518,.17647578,2.599,10.429,39.75
9260  'Elementary storage occupations',926,46.70000046491623,36.70600007846951,1.580000042915344,8.414000231772661,.12391863,1.58,8.4140005,46.700001
9271  'Hospital porters',927,14.35000002384186,13.34099984169006,.067500002682209,.941500011831522,.037508711,20.389,36.899002,255.54263
9272  'Kitchen and catering assistants',927,79.09179589152336,70.4385000616312,2.521500071510673,6.290000164881349,.071644604,20.389,36.899002,255.54263
9273  'Waiters and waitresses',927,38.15000027418137,31.00500006973743,2.897500094026327,4.247500078752637,.13161862,20.389,36.899002,255.54263
9274  'Bar staff',927,43.10084199905396,37.05500023439527,7.130000207573175,15.11500048264861,.3407706,20.389,36.899002,255.54263
9275  'Leisure and theme park attendants',927,40.90000027418137,32.289999820292,3.510000085458159,5.100000195205212,.14816627,20.389,36.899002,255.54263
9279  'Other elementary services occupations n.e.c.',927,39.95000016689301,30.48249964416027,4.26250009611249,5.205000102519989,.1718398,20.389,36.899002,255.54263
