task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
ccoach,22,Coaching the staff whom you manage,"Coaching in healthcare requires personalized feedback and hands-on training, limiting direct LLM impact, but LLMs could assist in creating training materials, tracking progress, and providing feedback based on performance data.",0.4,0.3,0.3,0.0
ccareers,22,Developing the careers of the staff whom you manage,"Career development involves personalized guidance and mentorship, but LLMs can assist with identifying learning opportunities, tracking progress, and providing resources for career advancement, especially when integrated with HR systems.",0.2,0.3,0.5,0.0
cfuture,22,Making strategic decisions about the future of your organisation,"Strategic decision-making requires human judgment, but LLMs can significantly assist by analyzing data, summarizing research, and generating potential scenarios, especially when integrated with strategic planning tools.",0.2,0.4,0.4,0.0
cteach,23,"Instructing, training, or teaching people, individually or in groups","While core teaching relies on human interaction (E0), LLMs can assist with lesson planning and material creation (E1), and integrated LLM applications could personalize learning and automate feedback (E2), with minimal image processing impact (E3).",0.25,0.25,0.45,0.05
cspeech,23,Making speeches or presentations,"While delivery relies on human presence (E0), LLMs can significantly aid in content creation and refinement (E1), and integrated tools could enhance presentations with dynamic visuals and data (E2), with limited image processing impact (E3).",0.15,0.4,0.4,0.05
cpersuad,23,Persuading or influencing others,"Persuasion relies heavily on interpersonal skills and emotional intelligence (E0), but LLMs can assist in crafting compelling arguments and tailoring communication (E1), with potential for integrated tools to analyze audience sentiment and personalize messaging (E2), and minimal image processing impact (E3).",0.4,0.3,0.25,0.05
cteamwk,23,"Working with a team of people in the context of teaching and educational professionals. This could involve collaborating on lesson plans, curriculum development, student support strategies, research projects, or administrative tasks.","While LLMs can facilitate communication and organization, teamwork in education relies heavily on interpersonal dynamics and nuanced communication, limiting the potential for significant time reduction.",0.6,0.2,0.2,0.0
clisten,23,"Listening carefully to colleagues in the context of teaching and educational professionals. This could involve attending to colleagues' perspectives during meetings, understanding student needs discussed in collaborative settings, or receiving feedback on teaching practices.",Listening carefully is a fundamentally human skill; LLMs have limited applicability in directly improving real-time listening comprehension or interpersonal nuance in educational settings.,0.9,0.1,0.0,0.0
ccoop,23,"Cooperating with colleagues in the context of teaching and educational professionals. This could involve joint lesson planning, co-teaching, sharing resources, collaborating on research, or participating in school-wide initiatives.","LLMs can facilitate cooperation by streamlining communication, organizing shared resources, and automating some administrative tasks, but the core of educational cooperation remains inherently human-driven.",0.5,0.2,0.3,0.0
cwrite,23,"Writing material such as forms, notices, or signs in the context of teaching and educational professionals.","LLMs can significantly assist in generating templates and content for short-form materials, but some customization and formatting may still be required.",0.2,0.6,0.2,0.0
cwritesh,23,"Writing short documents such as short reports, letters, or emails in the context of teaching and educational professionals.","LLMs excel at generating short documents, offering substantial time savings for tasks like drafting emails, letters, or brief reports, though some editing and personalization will likely remain necessary.",0.1,0.7,0.2,0.0
cwritelg,23,"Writing long documents with correct spelling and grammar such as long reports, manuals, articles, or books in the context of teaching and educational professionals.","While LLMs can significantly assist in drafting and structuring long documents, substantial human input is still required for research, nuanced argumentation, and ensuring accuracy and originality, especially in academic writing.",0.1,0.5,0.4,0.0
cread,23,"Reading written information such as forms, notices, or signs in the context of teaching and educational activities.","Reading short, simple texts like forms or signs offers minimal potential for LLM-driven time savings, as the task is already quick and straightforward.",0.95,0.05,0.0,0.0
cshort,23,"Reading short documents such as short reports, letters, or emails related to educational matters.","While LLMs can summarize or extract key information from short documents, the time savings might not consistently reach 25% for all educators, especially given the relatively short length of the texts.",0.6,0.3,0.1,0.0
clong,23,"Reading long documents such as long reports, manuals, articles, or books relevant to teaching, research, or educational administration.","LLMs excel at summarizing and extracting key information from lengthy texts, offering substantial potential for time savings in research, curriculum development, and administrative tasks for educators.",0.2,0.5,0.3,0.0
canalyse,23,Analysing complex problems in depth,"LLMs can assist with research and exploring different perspectives on complex educational problems, but human expertise remains crucial for nuanced analysis and decision-making.",0.2,0.4,0.35,0.05
cfaults,23,Spotting problems or faults,"While LLMs can help identify patterns and potential issues in student performance or curriculum design, direct observation and human judgment are still essential for spotting many problems in educational settings.",0.3,0.3,0.35,0.05
ccause,23,Working out the cause of problems or faults,"LLMs can assist in exploring potential causes by providing relevant research and data analysis, but understanding the complex interplay of factors in educational contexts often requires human expertise.",0.25,0.35,0.35,0.05
csolutn,23,Thinking of solutions to problems,"LLMs can be valuable for brainstorming and generating potential solutions to educational challenges, but adapting these solutions to specific contexts and implementing them effectively requires human judgment and experience.",0.15,0.45,0.35,0.05
cspecial,23,Utilizing and applying specialized knowledge or understanding within a specific subject area relevant to teaching and education.,"While core teaching relies on human interaction (E0), LLMs can significantly aid lesson planning, material creation, and research (E1, E2), with minimal image processing impact (E3).",0.2,0.4,0.35,0.05
cupto,23,"Staying current with the latest advancements, research, and methodologies within the field of education and applying this new knowledge to improve teaching practices and curriculum development.","LLMs excel at summarizing new research and tailoring it to specific educational contexts (E1, E2), reducing reliance on manual literature reviews, with limited image relevance (E0, E3).",0.05,0.5,0.4,0.05
cideas,23,"Developing new or improved work processes, products, or services related to teaching, learning, and educational administration, such as innovative lesson plans, assessment methods, or student support systems.","LLMs can significantly contribute to brainstorming and refining new educational approaches (E1, E2), though human creativity remains essential (E0), and image processing has limited application (E3).",0.1,0.45,0.4,0.05
cstats,23,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle basic statistics, LLMs can streamline complex procedures, especially when integrated with specialized software, though image processing has limited impact.",0.15,0.35,0.45,0.05
ccalca,23,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide efficient solutions for basic arithmetic, minimizing the impact of LLMs.",0.9,0.05,0.05,0.0
cpercent,23,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0.0
cstrength,23,"Carrying, pushing, or pulling heavy objects","This task is primarily physical, with minimal opportunity for LLM impact except potentially through assistive robotics (E2).",0.95,0.0,0.05,0.0
cstamina,23,Working for long periods on physical activities,This task is inherently physical and unlikely to be impacted by LLMs except potentially through assistive technologies (E2).,0.95,0.0,0.05,0.0
chands,23,"Mending, repairing, assembling, constructing, or adjusting things","While teachers might occasionally perform minor repairs or adjustments in the classroom, this is not a primary task, and LLM impact is limited except for potential instructional guidance (E1) or AR assistance (E2).",0.9,0.05,0.05,0.0
ctools,23,"Knowledge of how to use or operate tools, equipment, or machinery","LLMs can provide instructions and tutorials for using educational tools and software (E1), but physical operation remains largely unchanged, with some potential for AR guidance (E2).",0.5,0.4,0.1,0.0
cplanme,23,"Planning one's own activities (lesson planning, grading, meetings, professional development) within the context of teaching and educational roles.","While some personal planning remains idiosyncratic (E0), LLMs can directly assist with scheduling and task management (E1), and LLM-powered applications could integrate with existing tools for greater efficiency (E2).",0.2,0.4,0.4,0.0
cplanoth,23,"Planning the activities of others (students, teaching assistants, colleagues) in educational settings, such as designing group projects, assigning tasks, or coordinating events.","Some planning for others requires direct interaction and individualization (E0), but LLMs can assist with task allocation and resource management (E1), and LLM-powered applications could facilitate collaborative planning and progress tracking (E2).",0.15,0.35,0.5,0.0
cmytime,23,"Organizing one's own time effectively to balance teaching, grading, lesson planning, meetings, and other responsibilities within the educational setting.","While personal time management involves individual preferences (E0), LLMs can directly assist with scheduling and prioritization (E1), and LLM-powered applications could integrate with calendars and to-do lists for enhanced efficiency (E2).",0.1,0.4,0.5,0.0
cahead,23,"Thinking ahead and anticipating potential challenges or opportunities in the educational context, such as forecasting student needs, preparing for curriculum changes, or planning for future professional development.","Forecasting and strategic thinking involve complex factors and human judgment (E0), but LLMs can assist with trend analysis and scenario planning (E1), and LLM-powered applications could provide data-driven insights for decision-making (E2).",0.3,0.4,0.3,0.0
cimpl,23,"Developing plans to put new ideas into practice within the educational setting, such as implementing new teaching methods, integrating technology into the classroom, or launching new educational programs.","Implementing new ideas requires adaptation and contextualization (E0), but LLMs can assist with research, resource allocation, and project planning (E1), and LLM-powered applications could facilitate collaboration and progress tracking (E2).",0.2,0.3,0.5,0.0
cmefeel,23,"Managing your own feelings as a teaching professional, which includes handling stress, maintaining composure in challenging situations (e.g., disruptive students, demanding parents), and promoting emotional well-being to effectively support student learning.","Managing one's own feelings is a deeply personal task where LLMs have limited direct impact (E0), though they might offer some coping strategies or stress-management techniques (E1), and specialized apps could provide more personalized support (E2), while image processing is irrelevant (E3).",0.7,0.2,0.1,0.0
cothfeel,23,"Handling the feelings of other people, specifically students, parents, and colleagues, in the context of education. This involves recognizing and responding to emotional cues, providing empathetic support, and managing interpersonal dynamics within the educational setting.","While human empathy remains crucial, LLMs could offer communication guidance or suggest appropriate responses to emotional situations (E1), and specialized apps might provide more tailored support (E2), but image processing is not relevant (E3).",0.6,0.25,0.15,0.0
clookprt,23,"Looking the part as a teaching professional, meaning presenting a professional appearance appropriate for the educational setting. This includes adhering to dress codes, maintaining personal grooming, and projecting an image of competence and authority.","Looking the part is primarily a matter of personal presentation, where LLMs have minimal relevance (E0), though they might offer some general advice (E1), but specialized apps or image processing are unlikely to be impactful (E2, E3).",0.95,0.05,0.0,0.0
csoundprt,23,"Sounding the part as a teaching professional, which involves using clear and effective communication, adapting language to different audiences (students, parents, colleagues), and projecting confidence and expertise in the subject matter.","LLMs can directly assist in refining communication (E1), and integrated tools could provide real-time feedback and suggestions (E2), significantly impacting how teachers 'sound the part,' while image processing is not relevant (E3).",0.3,0.5,0.2,0.0
cpeople,23,Dealing with people in the context of teaching and educational roles.,"Direct interpersonal interaction is crucial in education, limiting LLM impact, though some assistance is possible with communication and feedback.",0.7,0.2,0.1,0.0
ccaring,23,"Counselling, advising, or caring for students in an educational setting.","While empathy and human connection are central, LLMs can assist with information gathering, resource provision, and some aspects of advice.",0.6,0.25,0.15,0.0
cselling,23,Promoting educational programs or courses to potential students or parents.,"LLMs can significantly assist in crafting marketing materials, answering inquiries, and personalizing outreach, but human interaction remains important.",0.3,0.4,0.3,0.0
cproduct,23,"Knowledge of particular educational programs, curricula, or teaching methodologies.","LLMs excel at providing information about educational content, facilitating access to research, and supporting curriculum development.",0.1,0.6,0.3,0.0
cmotivat,23,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though they could offer some support in communication and resource provision.",0.6,0.2,0.2,0.0
cthings,23,Keeping a close control over resources,"LLM-powered applications could significantly improve resource management through automated tracking, analysis, and optimization, but direct LLM use is less impactful.",0.2,0.2,0.6,0.0
ccoach,23,Coaching the staff whom you manage,"While coaching involves personalized feedback and interaction, LLMs can assist with generating feedback, suggesting resources, and tracking progress.",0.4,0.3,0.3,0.0
ccareers,23,Developing the careers of the staff whom you manage,"LLMs can directly contribute to career development by providing information on opportunities, skills gaps, and learning resources, but human guidance remains crucial.",0.3,0.4,0.3,0.0
cfuture,23,Making strategic decisions about the future of your organisation,"LLMs can significantly assist in strategic decision-making by providing data analysis, trend identification, and scenario planning, but human judgment remains essential.",0.2,0.4,0.4,0.0
cteach,24,"Instructing, training, or teaching people, individually or in groups within the context of business, media, and public service professions.","LLMs can significantly aid in content creation and personalized learning experiences, but human interaction remains crucial for effective teaching in these professions.",0.2,0.4,0.35,0.05
cspeech,24,"Making speeches or presentations in the context of business, media, and public service professions.","LLMs can significantly assist in drafting and refining speeches, but delivery and audience interaction remain crucial, limiting full automation.",0.1,0.5,0.35,0.05
cpersuad,24,"Persuading or influencing others in the context of business, media, and public service professions.","While LLMs can assist in crafting persuasive arguments and analyzing audience sentiment, human judgment and interpersonal skills remain essential for effective persuasion.",0.3,0.3,0.35,0.05
cteamwk,24,"Working with a team of people in business, media, and public service contexts.","While core teamwork relies on interpersonal skills (E0), LLMs can facilitate communication and knowledge sharing (E1), and integrated tools could further enhance collaboration (E2).",0.4,0.2,0.4,0.0
clisten,24,"Listening carefully to colleagues in business, media, and public service settings.","Active listening is fundamentally human (E0), with limited potential for LLM impact (E1/E2).",0.9,0.05,0.05,0.0
ccoop,24,"Cooperating with colleagues in business, media, and public service environments.","While cooperation depends on interpersonal dynamics (E0), LLMs can facilitate communication and task coordination (E1), and integrated tools could streamline workflows (E2).",0.4,0.2,0.4,0.0
cwrite,24,"Writing material such as forms, notices, or signs","While simple forms might see limited LLM impact, more complex notices and signs could benefit from LLM-assisted drafting and formatting, especially with integrated tools.",0.2,0.4,0.4,0.0
cwritesh,24,"Writing short documents (for example, short reports, letters or emails)","LLMs can significantly assist in drafting and editing short documents, with further potential time savings from integrated tools and features like email generation.",0.1,0.5,0.4,0.0
cwritelg,24,"Writing long documents with correct spelling and grammar (for example, long reports, manuals, articles or books)","LLMs offer substantial assistance in drafting, editing, and structuring long documents, with integrated tools further enhancing efficiency, though human oversight remains essential.",0.05,0.45,0.5,0.0
cread,24,"Reading written information such as forms, notices, or signs in the context of business, media, and public service professions.","Reading short, simple texts like forms and signs offers minimal opportunity for LLM assistance, as the task is already quick and straightforward.",0.95,0.05,0.0,0.0
cshort,24,"Reading short documents such as short reports, letters, or emails in the context of business, media, and public service professions.","LLMs can significantly aid in summarizing and extracting key information from short documents, but human review is often still necessary for nuanced understanding and critical analysis.",0.4,0.4,0.2,0.0
clong,24,"Reading long documents such as long reports, manuals, articles, or books in the context of business, media, and public service professions.","LLMs excel at summarizing, extracting key information, and answering questions about long documents, significantly reducing reading time, though deeper analysis and critical thinking still require human input.",0.1,0.6,0.3,0.0
canalyse,24,Analysing complex problems in depth,"LLMs can significantly aid in research, synthesis, and exploring different perspectives on complex problems, but human expertise remains crucial for final evaluation and decision-making.",0.15,0.45,0.35,0.05
cfaults,24,Spotting problems or faults,"While LLMs can assist in identifying potential problems by analyzing data and patterns, human judgment and experience are still essential for confirming and interpreting these findings, especially in nuanced situations.",0.25,0.35,0.35,0.05
ccause,24,Working out the cause of problems or faults,"LLMs can assist in identifying potential causes by analyzing data and providing relevant information, but human expertise is crucial for determining the actual root cause and considering contextual factors.",0.2,0.4,0.35,0.05
csolutn,24,Thinking of solutions to problems,"LLMs can significantly aid in brainstorming and generating potential solutions by providing access to a wider range of information and perspectives, but human judgment is still needed for evaluating feasibility and selecting the best approach.",0.1,0.5,0.35,0.05
cspecial,24,"Utilizing specialized knowledge or understanding within the context of Business, Media, and Public Service professions.","While core expertise remains crucial, LLMs can significantly augment knowledge retrieval and application, especially when integrated with specialized databases (legal, financial, etc.)",0.2,0.4,0.4,0.0
cupto,24,"Keeping up-to-date with and applying new knowledge to one's job in Business, Media, and Public Service professions.","LLMs excel at information synthesis and retrieval, making them highly effective for staying current with industry trends and applying new knowledge, particularly with integration into existing workflows.",0.05,0.5,0.45,0.0
cideas,24,"Developing new or improved work processes, products, or services within the context of Business, Media, and Public Service professions.","LLMs can significantly aid ideation and process improvement by providing relevant information and suggesting novel approaches, though human oversight remains essential.",0.15,0.45,0.4,0.0
cstats,24,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing statistical software handles many calculations, LLMs could streamline complex analyses, especially when integrated with specialized tools, and image recognition could assist with data extraction from charts or graphs.",0.15,0.25,0.5,0.1
ccalca,24,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide highly efficient solutions for basic arithmetic, leaving minimal room for LLM impact.",0.9,0.05,0.05,0.0
cpercent,24,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are already highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0.0
cstrength,24,"Carrying, pushing or pulling heavy objects","This task is entirely physical and not applicable to the typical work of Business, Media, and Public Service Professionals.",1.0,0.0,0.0,0.0
cstamina,24,Working for long periods on physical activities,"While this occupation may require long work hours, it's primarily mentally demanding, not physically demanding, and LLMs won't impact physical stamina.",1.0,0.0,0.0,0.0
chands,24,"Mending, repairing, assembling, constructing or adjusting things","This task is not relevant to the core duties of Business, Media, and Public Service Professionals.",1.0,0.0,0.0,0.0
ctools,24,"Knowledge of how to use or operate tools, equipment or machinery","While the 'tools' in this context are primarily software, LLMs could offer some assistance in learning new software or streamlining existing workflows, but significant time reduction is limited by the need for human oversight and expertise.",0.7,0.2,0.1,0.0
cplanme,24,"Planning your own activities in the context of business, media, and public service professions.","While personal planning often involves nuanced considerations, LLMs can assist with scheduling, prioritization, and information gathering, especially when integrated with existing tools.",0.2,0.4,0.4,0.0
cplanoth,24,"Planning the activities of others (e.g., team members, project stakeholders) within business, media, or public service contexts.","LLMs can significantly assist in coordinating schedules, allocating resources, and tracking progress, particularly when integrated with project management or team collaboration tools.",0.15,0.35,0.5,0.0
cmytime,24,"Organizing one's own time effectively within the demands of business, media, or public service roles.","LLMs can assist with scheduling, prioritization, and reminder systems, but personal time management also relies on individual habits and preferences.",0.25,0.45,0.3,0.0
cahead,24,"Thinking ahead and anticipating future needs or challenges within a business, media, or public service context.","While LLMs can provide information and analyze trends, strategic foresight often relies on human judgment, experience, and intuition.",0.4,0.3,0.3,0.0
cimpl,24,"Developing plans to put new ideas into practice within a business, media, or public service setting.","LLMs can significantly assist in outlining steps, identifying resources, and creating timelines for implementing new initiatives, especially when integrated with project management tools.",0.1,0.3,0.6,0.0
cmefeel,24,Managing your own feelings,"Managing one's own feelings is a deeply personal task with limited potential for LLM impact in this occupation, though some benefit may be derived from stress management apps or similar tools.",0.9,0.05,0.05,0.0
cothfeel,24,Handling the feelings of other people,"While empathy and interpersonal skills are crucial, LLMs could offer some assistance in understanding emotional cues and crafting appropriate responses, particularly in fields like social work or public relations.",0.6,0.2,0.2,0.0
clookprt,24,Looking the part,"Looking the part relies primarily on personal choices and professional standards, with minimal potential for LLM influence beyond perhaps virtual styling apps (E2).",0.95,0.0,0.05,0.0
csoundprt,24,Sounding the part,"LLMs can significantly aid in refining communication style, suggesting appropriate vocabulary, and improving clarity, especially in writing (E1), with further potential through integrated communication tools (E2).",0.5,0.3,0.2,0.0
cpeople,24,"Dealing with people in the context of providing professional services like legal advice, financial consulting, or public relations.","While interpersonal skills remain crucial, LLMs can enhance client interactions through improved communication and information access within CRM systems and other client management tools.",0.3,0.2,0.5,0.0
ccaring,24,"Counselling, advising, or caring for customers or clients in roles like social work, financial advising, or legal representation.","Empathy and human connection are central, but LLMs can augment counselling and advising by providing information, generating personalized advice, and streamlining case management.",0.2,0.3,0.5,0.0
cselling,24,"Selling a product or service, such as financial products, advertising campaigns, or legal services.","LLMs can significantly aid sales by generating persuasive content, personalizing pitches, and automating follow-ups, but human persuasion remains important.",0.15,0.35,0.5,0.0
cproduct,24,"Knowledge of particular products or services relevant to the professional field, such as legal precedents, financial instruments, or media platforms.","LLMs excel at providing quick access to and synthesis of complex information, significantly aiding professionals in staying up-to-date on products and services.",0.05,0.5,0.45,0.0
cmotivat,24,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting the direct impact of LLMs, though they can assist with generating ideas and tracking progress.",0.6,0.2,0.2,0.0
cthings,24,Keeping a close control over resources,LLM-powered applications integrating with existing resource management tools can significantly improve efficiency in tracking and controlling resources.,0.1,0.2,0.7,0.0
ccoach,24,Coaching the staff whom you manage,"While coaching involves interpersonal aspects, LLMs can assist with providing feedback, suggesting resources, and tracking progress, potentially leading to time savings.",0.4,0.3,0.3,0.0
ccareers,24,Developing the careers of the staff whom you manage,"LLMs can assist with career development by providing resources, suggesting training opportunities, and tracking progress, especially when integrated with HR systems.",0.2,0.3,0.5,0.0
cfuture,24,Making strategic decisions about the future of your organisation,"LLMs can significantly assist in strategic decision-making by analyzing data, summarizing information, and generating potential scenarios, though human oversight remains crucial.",0.2,0.4,0.4,0.0
cteach,31,"Instructing, training, or teaching people, individually or in groups","While in-person instruction benefits from human interaction, LLMs can significantly aid in content creation, personalized learning plans, and interactive training modules, especially when combined with educational software.",0.2,0.4,0.35,0.05
cspeech,31,Making speeches or presentations,"LLMs excel at generating content, refining language, and structuring presentations, offering substantial time savings even without specialized software integration, though delivery still relies on human presence.",0.15,0.5,0.3,0.05
cpersuad,31,Persuading or influencing others,"Persuasion relies heavily on interpersonal dynamics and emotional intelligence, limiting LLM impact, though they can assist in crafting compelling arguments and tailoring communication.",0.4,0.3,0.25,0.05
cteamwk,31,"Working with a team of people in the context of science, engineering, and technology support roles.","Teamwork relies heavily on interpersonal communication and coordination, where LLMs have limited impact beyond existing tools like email and project management software.",0.7,0.15,0.15,0.0
clisten,31,"Listening carefully to colleagues in the context of receiving instructions, troubleshooting technical issues, or collaborating on projects.","Active listening is a fundamental human skill, and while LLMs might offer some transcription or summarization capabilities, they are unlikely to significantly reduce the time spent listening in this occupation.",0.9,0.05,0.05,0.0
ccoop,31,"Cooperating with colleagues on technical tasks, such as troubleshooting, testing, or implementing solutions.","While core cooperation relies on human interaction, LLM-powered applications could facilitate information sharing, task management, and collaborative problem-solving, potentially leading to time savings.",0.6,0.1,0.3,0.0
cwrite,31,"Writing material such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This might include filling out lab requisition forms, writing safety notices for equipment, creating labels for samples, or drafting simple instructions for equipment use.","LLMs can significantly assist in generating short, formulaic text for forms, notices, and signs, but some tasks may require specific formatting or manual adjustments.",0.2,0.6,0.2,0.0
cwritesh,31,"Writing short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals.  This could include writing incident reports, summarizing test results, requesting equipment maintenance, or communicating with colleagues or clients.","LLMs excel at generating short documents, offering substantial time savings for drafting, editing, and formatting, but some customization and review will still be necessary.",0.1,0.6,0.3,0.0
cwritelg,31,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, in the context of Science, Engineering and Technology Associate Professionals. This could involve compiling detailed technical reports, writing user manuals for new equipment, or contributing to scientific publications.","While LLMs can significantly assist in drafting and editing long documents, ensuring technical accuracy and incorporating specific formatting or diagrams may still require human input.",0.1,0.5,0.4,0.0
cread,31,"Reading written information such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This could involve reading safety notices in a lab, equipment operating instructions, or work orders.","Reading short, simple texts like forms and signs offers minimal opportunity for LLM assistance, as the task is already quick and straightforward.",0.9,0.05,0.05,0.0
cshort,31,"Reading short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This might include reading technical specifications, test results summaries, or communication from colleagues.","LLMs can provide summarization and key information extraction for short documents, potentially offering some time savings, but the inherent brevity of the material limits the impact.",0.6,0.2,0.2,0.0
clong,31,"Reading long documents such as long reports, manuals, articles, or books in the context of Science, Engineering and Technology Associate Professionals. This could involve reviewing research papers, studying technical manuals for equipment operation, or analyzing detailed project reports.","LLMs excel at summarizing, extracting key information, and answering questions about lengthy technical documents, offering substantial potential time savings for this task.",0.2,0.4,0.4,0.0
canalyse,31,Analyzing complex problems in depth,"LLMs can assist with research and information gathering, potentially leading to significant time savings, especially when integrated with specialized diagnostic tools.",0.2,0.4,0.35,0.05
cfaults,31,Spotting problems or faults,"While some faults require direct observation, LLM-powered diagnostic tools and image analysis could significantly improve fault detection.",0.3,0.2,0.4,0.1
ccause,31,Working out the cause of problems or faults,"LLMs can assist in diagnosing the root cause by analyzing data, suggesting potential causes, and providing access to relevant technical documentation.",0.25,0.35,0.35,0.05
csolutn,31,Thinking of solutions to problems,"LLMs can provide access to a wider range of potential solutions, suggest fixes based on similar problems, and assist in evaluating different options.",0.2,0.45,0.3,0.05
cspecial,31,"Utilizing specialized knowledge or understanding within science, engineering, and technology support roles.","LLMs can significantly enhance access to and application of specialized knowledge, but practical application and hands-on work still necessitate some E0 and benefit from E2 tools.",0.15,0.45,0.35,0.05
cupto,31,"Keeping up-to-date with and applying new knowledge to science, engineering, and technology support roles.","LLMs excel at summarizing and synthesizing new information, making it easier for technicians to stay current, with E2 tools further enhancing practical application.",0.05,0.6,0.3,0.05
cideas,31,"Developing new or improved work processes, products, or services within science, engineering, and technology support roles.","While LLMs can assist with ideation and research, practical implementation and testing within these roles still require significant hands-on work, benefiting from E2 tools.",0.1,0.4,0.45,0.05
cstats,31,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle many statistical calculations, LLMs can streamline complex procedures, especially when integrated with specialized software, though image processing has limited impact.",0.15,0.35,0.45,0.05
ccalca,31,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is already efficiently handled by calculators and computers, minimizing LLM impact.",0.9,0.05,0.05,0.0
cpercent,31,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0.0
cstrength,31,"Carrying, pushing, or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through robotic integration in E2.",0.95,0.0,0.05,0.0
cstamina,31,Working for long periods on physical activities,"Physical stamina is inherent to the worker and not directly impacted by LLMs, though assistive robotics (E2) might marginally improve endurance in some cases.",0.95,0.0,0.05,0.0
chands,31,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, LLMs could provide instructions (E1) or integrate with AR systems (E2) for guidance, and image recognition (E3) might help with diagnostics.",0.6,0.1,0.25,0.05
ctools,31,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide information on tool usage (E1), integrate with training simulations (E2), or use image recognition for tool identification and guidance (E3).",0.4,0.3,0.25,0.05
cplanme,31,"Planning one's own activities in the context of providing technical support, involving scheduling tasks, managing workload, and prioritizing responsibilities related to lab work, equipment maintenance, technical drawings, or IT support.","While basic scheduling benefits less from LLMs, integrating task management and project tracking within specialized software could offer significant time savings.",0.4,0.3,0.3,0.0
cplanoth,31,"Planning the activities of others, such as delegating tasks to junior technicians, coordinating schedules for equipment maintenance, or assigning responsibilities within a technical project.","LLM-powered applications could significantly improve team coordination and task management, but human oversight remains essential.",0.3,0.2,0.5,0.0
cmytime,31,"Organizing one's own time effectively to balance various technical support tasks, meet deadlines, and manage competing priorities.","Existing tools already address basic time management, but LLM integration with project management software could offer further improvements.",0.5,0.2,0.3,0.0
cahead,31,"Thinking ahead to anticipate potential problems, identify resource needs, and proactively plan for upcoming projects or technical tasks.","While LLMs can assist with information gathering and scenario planning, much of this task relies on experience and domain expertise.",0.6,0.3,0.1,0.0
cimpl,31,"Developing plans to put new ideas into practice, such as implementing new testing procedures in a lab, integrating new software into a technical workflow, or designing a new maintenance schedule for equipment.","LLMs can directly assist in research, planning, and documentation, while integrated tools could further streamline implementation.",0.2,0.4,0.4,0.0
cmefeel,31,Managing your own feelings,"Managing one's feelings is a personal, internal process unlikely to be significantly impacted by LLMs in this occupation, though some minor benefit from mental health apps is conceivable.",0.9,0.05,0.05,0.0
cothfeel,31,Handling the feelings of other people,"While LLMs could offer some communication guidance or emotional intelligence tips, direct human interaction remains crucial for handling others' feelings, especially in sensitive situations.",0.7,0.15,0.15,0.0
clookprt,31,Looking the part,"Looking the part relies on personal appearance and attire, with minimal impact from LLMs, though AR applications could potentially offer some future styling advice.",0.95,0.0,0.05,0.0
csoundprt,31,Sounding the part,"While LLMs could offer some assistance with communication skills and technical vocabulary, sounding the part primarily depends on personal communication abilities and technical knowledge.",0.8,0.1,0.1,0.0
cpeople,31,"Dealing with people in the context of providing technical support, explaining technical concepts, and troubleshooting issues.","While interpersonal skills remain crucial, LLMs can enhance communication through tools like chatbots and knowledge bases, especially when integrated with ticketing systems and remote support applications.",0.3,0.2,0.5,0.0
ccaring,31,"Counselling, advising, or caring for customers or clients regarding technical issues, providing solutions, and offering guidance.","LLMs can significantly improve information delivery and solution generation, but empathy and human interaction remain important, especially in complex or sensitive situations.",0.2,0.3,0.5,0.0
