task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
cupto,22,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at summarizing new research and tailoring it to specific medical contexts (E1), and integration with EHRs and medical literature databases could further streamline knowledge updates (E2).",0.05,0.45,0.45,0.05
cideas,22,"Developing new or improved work processes, products or services","While human ingenuity remains crucial (E0), LLMs can assist in brainstorming, researching best practices, and generating innovative ideas for healthcare processes and services (E1), with potential for integration with process management tools (E2).",0.2,0.4,0.35,0.05
cstats,22,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While some statistical analysis is already automated, LLMs could enhance efficiency through improved data interpretation and integration with specialized software, though image processing plays a lesser role.",0.15,0.25,0.5,0.1
ccalca,22,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is already efficiently handled by existing tools, leaving minimal room for LLM impact.",0.9,0.05,0.05,0
cpercent,22,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering limited potential for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,22,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through assistive robotics (E2).",0.95,0,0.05,0
cstamina,22,Working for long periods on physical activities,"Stamina is inherently physical; LLMs cannot directly improve physical endurance, though workflow optimization (E2) might marginally reduce physical demands.",0.95,0,0.05,0
chands,22,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, AR guidance (E2) or image-based repair instructions (E3) could offer some time savings, though direct LLM impact (E1) is limited.",0.7,0.05,0.2,0.05
ctools,22,"Knowledge of how to use or operate tools, equipment or machinery","LLMs could provide instructions or troubleshooting (E1), while AR overlays (E2) or image recognition (E3) could further assist tool operation, but hands-on experience remains crucial (E0).",0.5,0.15,0.3,0.05
cplanme,22,"Planning your own activities as a health professional, including scheduling patient appointments, surgeries, consultations, administrative tasks, and personal time.","While basic scheduling tools exist, LLM-powered applications could significantly improve personal time management and task prioritization for healthcare professionals, but image processing is not relevant.",0.15,0.25,0.6,0
cplanoth,22,"Planning the activities of others as a health professional, such as coordinating patient care with nurses, assigning tasks to medical assistants, scheduling surgeries with surgical teams, or developing treatment plans for patients.","LLM-powered applications could significantly improve coordination and scheduling of healthcare teams and patient care, but image processing is not relevant.",0.1,0.2,0.7,0
cmytime,22,"Organizing one's own time as a health professional, including prioritizing patient needs, managing administrative tasks, allocating time for research or continuing education, and maintaining a work-life balance.","Similar to planning own activities, LLM-powered applications could significantly improve time management and prioritization, but image processing is not relevant.",0.15,0.25,0.6,0
cahead,22,"Thinking ahead as a health professional, such as anticipating potential complications in patient treatment, proactively ordering necessary tests or consultations, preparing for upcoming surgeries or procedures, or planning for long-term patient care.","While medical knowledge and experience are crucial, LLMs could assist in information retrieval and risk assessment, but image processing is not directly relevant.",0.2,0.3,0.5,0
cimpl,22,"Developing plans to put new ideas into practice as a health professional, such as implementing new treatment protocols, integrating new technologies into patient care, or designing research studies to test new hypotheses.","LLMs could assist in research, protocol development, and knowledge synthesis, potentially leading to significant time savings, but image processing is not directly relevant.",0.15,0.35,0.5,0
cmefeel,22,Managing your own feelings,"Managing one's feelings is a deeply personal task with limited potential for LLM impact, though some benefit may be derived from mental health apps.",0.7,0.2,0.1,0
cothfeel,22,Handling the feelings of other people,"While empathy and human connection are crucial, LLMs can assist with communication strategies and provide information on emotional support techniques, particularly when integrated with patient management systems.",0.4,0.3,0.3,0
clookprt,22,Looking the part,"Looking the part relies on physical appearance and professional attire, with minimal scope for LLM influence.",0.9,0.05,0.05,0
csoundprt,22,Sounding the part,"LLMs can assist with clear communication and provide relevant medical terminology, but conveying empathy and building trust still relies heavily on human interaction.",0.5,0.3,0.2,0
cpeople,22,"Dealing with people in a healthcare setting, encompassing communication, empathy, and patient interaction.","Direct interpersonal skills remain crucial in healthcare, limiting LLM impact despite potential for communication assistance.",0.7,0.2,0.1,0
ccaring,22,"Counselling, advising, or caring for patients, involving emotional support, medical guidance, and treatment planning.","While LLMs can assist with information and documentation, human empathy and judgment remain essential for effective care.",0.6,0.25,0.15,0
cselling,22,"Selling a product or service in a healthcare context, such as recommending treatments, medications, or medical devices.","LLMs can assist in explaining treatment options and benefits, potentially enhancing sales interactions, but ethical considerations and patient trust remain paramount.",0.4,0.3,0.3,0
cproduct,22,"Knowledge of particular products or services relevant to healthcare, including medications, medical devices, and treatment procedures.","LLMs excel at providing information about medical products and services, significantly reducing research and information retrieval time.",0.1,0.6,0.3,0
cmotivat,22,Motivating the staff whom you manage or supervise,"Motivating staff in healthcare relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though LLMs could offer some support in crafting communications or suggesting strategies.",0.6,0.2,0.2,0
cthings,22,Keeping a close control over resources,"While resource management involves existing software, LLM-powered applications could significantly improve efficiency through automated tracking, analysis, and optimization of resource allocation.",0.2,0.2,0.6,0
ccoach,22,Coaching the staff whom you manage,"Coaching in healthcare requires personalized feedback and interaction, limiting direct LLM impact, but LLMs could assist with generating feedback or suggesting coaching strategies.",0.5,0.3,0.2,0
ccareers,22,Developing the careers of the staff whom you manage,"LLMs can directly assist in career development by providing information on career paths, learning resources, and skill gaps, while integrated applications could further streamline the process.",0.3,0.4,0.3,0
cfuture,22,Making strategic decisions about the future of your organisation,"LLMs can significantly assist in strategic decision-making by analyzing data, summarizing research, and generating potential scenarios, while integrated tools could further enhance analysis and planning.",0.2,0.4,0.4,0
cteach,23,"Instructing, training, or teaching people, individually or in groups","While core teaching requires human interaction (E0), LLMs can assist with lesson planning, material creation, and personalized feedback (E1), with greater potential through integrated learning platforms (E2).",0.2,0.3,0.5,0
cspeech,23,Making speeches or presentations,"LLMs can significantly aid speechwriting and presentation preparation (E1), and integration with presentation software could further enhance delivery (E2), though human delivery remains crucial (E0).",0.1,0.6,0.3,0
cpersuad,23,Persuading or influencing others,"Persuasion relies heavily on interpersonal skills and emotional intelligence (E0), though LLMs can assist in crafting persuasive arguments and tailoring communication (E1 and E2).",0.6,0.2,0.2,0
cteamwk,23,"Working with a team of people in the context of teaching and educational professionals. This could involve collaborating on lesson plans, curriculum development, student support strategies, research projects, or administrative tasks.","While LLMs can facilitate communication and organization, teamwork in education relies heavily on interpersonal dynamics and nuanced communication, limiting the potential for significant time reduction.",0.6,0.2,0.2,0
clisten,23,"Listening carefully to colleagues in the context of teaching and educational professionals. This could involve attending to colleagues' perspectives during meetings, understanding student needs discussed in collaborative settings, or receiving feedback on teaching practices.","Listening carefully is a fundamentally human skill, and while LLMs might offer some assistance in summarizing conversations, they cannot replace the nuanced understanding and empathy required in educational settings.",0.9,0.1,0,0
ccoop,23,"Cooperating with colleagues in the context of teaching and educational professionals. This could involve sharing resources, co-teaching, collaborating on projects, or contributing to school-wide initiatives.","LLMs can facilitate cooperation by streamlining communication and project management, but the core of educational collaboration relies on human interaction and shared decision-making.",0.5,0.2,0.3,0
cwrite,23,"Writing material such as forms, notices, or signs in the context of teaching and educational professionals.","LLMs can significantly assist in generating templates and content for short-form writing tasks, but some tasks may require specific formatting or manual adjustments.",0.2,0.6,0.2,0
cwritesh,23,"Writing short documents (for example, short reports, letters, or emails) in the context of teaching and educational professionals.","LLMs can significantly reduce time spent on drafting and editing short documents, but some customization and review will still be necessary.",0.1,0.6,0.3,0
cwritelg,23,"Writing long documents with correct spelling and grammar (for example, long reports, manuals, articles, or books) in the context of teaching and educational professionals.","LLMs can significantly assist with drafting, editing, and refining long documents, but substantial human input is still required for content creation, organization, and fact-checking.",0.1,0.5,0.4,0
cread,23,"Reading written information such as forms, notices, or signs in the context of teaching and educational professionals. This could include reading student applications, permission slips, school announcements, fire safety instructions, or signage within the school building.","Reading short, simple texts like forms and signs is already very fast, offering minimal potential for LLM-driven time reduction.",0.95,0.05,0,0
cshort,23,"Reading short documents such as short reports, letters, or emails in the context of teaching and educational professionals. This could include reading student reports, parent emails, memos from administration, or short research articles.","LLMs can summarize and extract key information from short documents, potentially offering time savings, but full comprehension is often still necessary.",0.6,0.3,0.1,0
clong,23,"Reading long documents such as long reports, manuals, articles, or books in the context of teaching and educational professionals. This could include reading educational policy documents, research papers, textbooks, or student dissertations.","LLMs excel at summarizing, extracting key information, and answering questions about long documents, significantly reducing reading time for educators.",0.2,0.5,0.3,0
canalyse,23,"Analyzing complex problems in depth in the context of teaching and education. This could involve understanding student learning difficulties, assessing curriculum effectiveness, or evaluating school performance.","LLMs can assist with research, data analysis, and generating insights, but human judgment remains crucial in educational contexts.",0.2,0.4,0.35,0.05
cfaults,23,"Spotting problems or faults in an educational setting. This could include identifying gaps in student understanding, recognizing issues with teaching methods, or noticing administrative inefficiencies.","While LLMs can help analyze data and identify patterns, direct observation and human interaction are essential for spotting many educational problems.",0.3,0.3,0.35,0.05
ccause,23,"Working out the cause of problems or faults in education. This could involve investigating the reasons for student underperformance, diagnosing the root causes of curriculum issues, or determining the factors contributing to school-wide challenges.","Determining causality in education often requires nuanced understanding of human behavior and context, limiting the impact of LLMs.",0.35,0.3,0.3,0.05
csolutn,23,"Thinking of solutions to problems in an educational context. This could involve developing strategies to improve student learning, designing interventions to address curriculum gaps, or creating plans to enhance school effectiveness.","LLMs can assist in brainstorming and generating potential solutions, but pedagogical expertise and practical considerations are essential for effective implementation.",0.25,0.4,0.3,0.05
cspecial,23,Specialist knowledge or understanding,"While core pedagogical knowledge remains essential (E0), LLMs can significantly enhance access to specialized information and research (E1), with further potential through integrated educational platforms (E2), though image processing has limited impact (E3).",0.15,0.45,0.35,0.05
cupto,23,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at summarizing and synthesizing new research and information (E1), with potential for integration into professional development platforms (E2), while traditional methods still hold some relevance (E0) and image processing has minimal impact (E3).",0.05,0.5,0.4,0.05
cideas,23,"Developing new or improved work processes, products or services","LLMs can assist in brainstorming, generating ideas, and researching best practices (E1), with significant potential for integration into curriculum design and educational technology platforms (E2), while human creativity remains crucial (E0) and image processing has limited applicability (E3).",0.1,0.4,0.45,0.05
cstats,23,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle basic statistics, LLMs can streamline complex calculations, especially when integrated with educational software or statistical packages, though image processing has limited applicability.",0.15,0.35,0.45,0.05
ccalca,23,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide efficient solutions for basic arithmetic, minimizing the potential impact of LLMs.",0.9,0.05,0.05,0
cpercent,23,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,23,"Carrying, pushing or pulling heavy objects",This task is entirely physical and LLMs offer no assistance.,1,0,0,0
cstamina,23,Working for long periods on physical activities,Physical stamina is not something LLMs can impact.,1,0,0,0
chands,23,"Mending, repairing, assembling, constructing or adjusting things","While LLMs could potentially provide instructions (E1), the practical application in a teaching context for these physical tasks is limited, making E0 most likely.",0.9,0.1,0,0
ctools,23,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide information on tool usage (E1), and imaginable applications with interactive tutorials could further enhance training (E2), but the core task still often requires hands-on experience (E0).",0.2,0.6,0.2,0
cplanme,23,"Planning one's own activities (lesson planning, grading, meetings, professional development) within the context of teaching and educational roles.","While some personal planning remains idiosyncratic (E0), LLMs can directly assist with scheduling and task management (E1), and integrated tools could further enhance efficiency (E2), but image processing is irrelevant (E3).",0.2,0.4,0.4,0
cplanoth,23,"Planning the activities of others (students, teaching assistants, colleagues) in educational settings, such as designing group projects, assigning tasks, or coordinating schedules.","Some planning for others requires direct interaction and customization (E0), but LLMs can assist with task allocation and scheduling (E1), and specialized educational platforms could significantly streamline coordination (E2), while image processing is not relevant (E3).",0.15,0.35,0.5,0
cmytime,23,"Organizing one's own time effectively to balance teaching, grading, lesson planning, meetings, and other responsibilities within the educational setting.","While personal time management involves individual preferences (E0), LLMs can significantly assist with scheduling and prioritization (E1), and integration with existing calendar and task management tools could further enhance efficiency (E2), but image processing is not relevant (E3).",0.1,0.5,0.4,0
cahead,23,"Thinking ahead and anticipating potential challenges or opportunities in the educational context, such as predicting student learning needs, preparing for curriculum changes, or planning for future professional development.","Forecasting in education involves complex factors and human judgment (E0), but LLMs can assist by analyzing data and providing insights (E1), and specialized educational tools could further enhance predictive capabilities (E2), while image processing is not relevant (E3).",0.3,0.4,0.3,0
cimpl,23,"Developing plans to put new ideas into practice within the educational context, such as implementing new teaching methods, integrating technology into the classroom, or designing new assessment strategies.","Implementing new ideas in education requires adaptation and customization (E0), LLMs can assist with research and planning (E1), and specialized educational platforms could significantly streamline implementation and collaboration (E2), while image processing is not relevant (E3).",0.2,0.3,0.5,0
cmefeel,23,"Managing your own feelings as a teaching professional, which includes handling stress, maintaining composure in challenging situations (e.g., disruptive students, demanding parents), and promoting a positive learning environment.","Managing one's own feelings is deeply personal and relies heavily on individual coping mechanisms, making significant LLM impact unlikely, though some benefit may be derived from tools and resources.",0.7,0.2,0.1,0
cothfeel,23,"Handling the feelings of other people, specifically students, parents, and colleagues, in the context of education. This involves empathy, communication, and addressing emotional needs in a way that supports learning and well-being.","While human interaction is crucial, LLMs can provide resources and communication support, potentially reducing time spent on finding appropriate responses or resources.",0.5,0.3,0.2,0
clookprt,23,"Looking the part as a teaching professional, meaning presenting a professional appearance that aligns with the expectations of the educational setting and instills confidence in students and parents.","Looking the part is primarily a matter of personal style and adherence to dress codes, with minimal scope for LLM impact.",0.9,0.1,0,0
csoundprt,23,"Sounding the part as a teaching professional, which involves communicating effectively, using appropriate language and tone, and conveying expertise and authority in the subject matter.","LLMs can significantly aid in refining communication, suggesting appropriate phrasing, and providing access to relevant information, potentially reducing preparation time and enhancing clarity.",0.3,0.5,0.2,0
cpeople,23,Dealing with people in the context of teaching and education.,"Dealing with people in education requires empathy, adaptability, and nuanced communication, which are difficult for LLMs to fully replicate; some assistance is possible with communication tools and sentiment analysis, but core interaction remains human-driven.",0.7,0.2,0.1,0
ccaring,23,"Counselling, advising, or caring for students in an educational setting.","While LLMs can provide information and resources for counselling and advising, the emotional support and personalized guidance aspects require human interaction; some LLM-powered tools could assist with scheduling, tracking progress, and providing basic advice.",0.6,0.25,0.15,0
cselling,23,"Selling a product or service in the context of education, such as promoting educational programs or courses.","LLMs can significantly assist in generating marketing materials, answering inquiries, and personalizing outreach for educational programs; integrated CRM systems could further automate and streamline the sales process.",0.3,0.4,0.3,0
cproduct,23,"Knowledge of particular products or services related to education, such as curricula, learning resources, or educational software.",LLMs excel at providing information and summarizing key features of educational products and services; integration with educational platforms and learning management systems could further enhance knowledge access and personalized recommendations.,0.1,0.6,0.3,0
cmotivat,23,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though they could assist with generating ideas or tracking performance (E1/E2).",0.6,0.2,0.2,0
cthings,23,Keeping a close control over resources,"LLM-powered applications could significantly improve resource management through automated tracking, analysis, and reporting, integrating with existing systems.",0.1,0.2,0.7,0
ccoach,23,Coaching the staff whom you manage,"While coaching involves interpersonal dynamics, LLMs can assist with feedback generation, progress tracking, and resource suggestion, especially within integrated platforms.",0.4,0.3,0.3,0
ccareers,23,Developing the careers of the staff whom you manage,"LLMs can significantly aid career development by providing personalized recommendations, learning resources, and progress tracking, potentially integrated with performance data.",0.2,0.4,0.4,0
cfuture,23,Making strategic decisions about the future of your organisation,"LLMs can assist strategic decision-making by analyzing data, summarizing research, and generating potential scenarios, especially when integrated with institutional data systems.",0.2,0.3,0.5,0
cteach,24,"Instructing, training, or teaching people, individually or in groups","LLMs can significantly aid in content creation and personalized learning, but human interaction remains crucial, especially in professional training and legal contexts.",0.2,0.4,0.35,0.05
cspeech,24,Making speeches or presentations,"LLMs excel at generating and refining speech content, but delivery and audience interaction still rely heavily on human skills.",0.1,0.5,0.35,0.05
cpersuad,24,Persuading or influencing others,"While LLMs can assist with argumentation and content preparation, persuasion relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact.",0.3,0.3,0.35,0.05
cteamwk,24,"Working with a team of people in business, media, and public service contexts.","While core teamwork relies on interpersonal skills (E0), LLMs can directly summarize discussions and action items (E1), and integrated tools can significantly enhance project management and communication (E2).",0.2,0.2,0.6,0
clisten,24,"Listening carefully to colleagues in business, media, and public service settings to understand their perspectives, concerns, and contributions.","Active listening is fundamentally human-centric (E0), though LLMs can transcribe and summarize conversations for later review (E1), with limited potential for further time reduction through applications (E2).",0.6,0.3,0.1,0
ccoop,24,"Cooperating with colleagues in business, media, and public service environments to achieve shared goals.","While cooperation depends on interpersonal dynamics (E0), LLMs can facilitate communication and information sharing (E1), and integrated tools can streamline workflows and project management (E2).",0.2,0.2,0.6,0
cwrite,24,"Writing material such as forms, notices, or signs in the context of Business, Media, and Public Service professions.","While simple forms might see less impact, LLMs can significantly assist in generating notices and signs, especially with integrations for design and formatting.",0.2,0.4,0.4,0
cwritesh,24,"Writing short documents (for example, short reports, letters, or emails) in the context of Business, Media, and Public Service professions.","LLMs excel at generating short documents, offering substantial time savings through drafting and editing assistance, further enhanced by potential integrations with email and communication platforms.",0.1,0.5,0.4,0
cwritelg,24,"Writing long documents with correct spelling and grammar (for example, long reports, manuals, articles, or books) in the context of Business, Media, and Public Service professions.","LLMs offer substantial assistance in drafting, structuring, and editing long documents, with potential for even greater time savings through integrations with research databases and writing tools.",0.05,0.45,0.5,0
cread,24,"Reading written information such as forms, notices or signs","Reading short, simple texts like forms and signs offers minimal potential for LLM-driven time savings as it's already a quick task.",0.9,0.05,0.05,0
cshort,24,"Reading short documents such as short reports, letters or emails","LLMs can meaningfully assist with summarizing, analyzing, and responding to short documents, potentially leading to significant time savings, especially with integrated applications.",0.4,0.3,0.3,0
clong,24,"Reading long documents such as long reports, manuals, articles or books","LLMs excel at summarizing, extracting key information, and answering questions about lengthy documents, offering substantial time-saving potential, particularly with integrated tools.",0.1,0.4,0.5,0
canalyse,24,Analysing complex problems in depth,"LLMs can significantly aid in research, synthesis, and exploring solution spaces for complex problems, but human expertise remains crucial for final validation and decision-making, especially in fields like law, finance, and public service.",0.15,0.45,0.35,0.05
cfaults,24,Spotting problems or faults,"While LLMs can assist in identifying patterns and anomalies in data, human judgment and domain expertise are essential for interpreting their significance and confirming actual problems or faults.",0.25,0.35,0.35,0.05
ccause,24,Working out the cause of problems or faults,"LLMs can accelerate research and hypothesis generation regarding the causes of problems, but verifying these hypotheses often requires specialized domain knowledge and investigation.",0.2,0.4,0.35,0.05
csolutn,24,Thinking of solutions to problems,"LLMs excel at generating diverse solutions and exploring different approaches, but evaluating their feasibility and effectiveness within specific professional contexts requires human expertise.",0.1,0.5,0.35,0.05
cspecial,24,Specialist knowledge or understanding,"While core expertise remains crucial, LLMs can significantly augment specialist knowledge access and application, especially when integrated with professional tools.",0.15,0.45,0.35,0.05
cupto,24,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at information synthesis and retrieval, making them highly effective for staying current and applying new knowledge, particularly with integrated tools.",0.05,0.5,0.4,0.05
cideas,24,"Developing new or improved work processes, products or services","LLMs can substantially assist in idea generation and process improvement, especially when integrated with workflow tools, though human oversight remains essential.",0.1,0.4,0.45,0.05
cstats,24,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing statistical software is powerful, LLMs can assist in selecting appropriate methods, interpreting results, and integrating with other data sources, especially within LLM-powered applications.",0.15,0.25,0.5,0.1
ccalca,24,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets are highly efficient for basic arithmetic, leaving minimal room for LLM impact.",0.9,0.05,0.05,0
cpercent,24,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are already highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,24,"Carrying, pushing or pulling heavy objects","This task is entirely physical and not applicable to the typical work of Business, Media, and Public Service Professionals.",1,0,0,0
cstamina,24,Working for long periods on physical activities,"While this occupation may require long work hours, it's primarily mentally demanding, not physically demanding, and LLMs won't impact physical stamina.",1,0,0,0
chands,24,"Mending, repairing, assembling, constructing or adjusting things","This task is not relevant to the core duties of Business, Media, and Public Service Professionals.",1,0,0,0
ctools,24,"Knowledge of how to use or operate tools, equipment or machinery","While these professionals use software tools, LLMs offer limited direct time reduction in their operation; however, some potential exists for E1 through improved documentation and tutorials.",0.9,0.1,0,0
cplanme,24,Planning your own activities,"While basic planning relies on individual judgment, LLMs can significantly aid in scheduling, prioritization, and information gathering, especially when integrated with calendar and project management tools.",0.2,0.4,0.4,0
cplanoth,24,Planning the activities of others,"Similar to self-planning, LLMs can assist with scheduling, task assignment, and resource allocation for teams, with greater potential time savings through integration with project management and communication platforms.",0.15,0.35,0.5,0
cmytime,24,Organising one's own time,"LLMs can enhance time management through intelligent scheduling, prioritization, and reminder systems, but individual preferences and unforeseen interruptions limit potential time savings.",0.25,0.35,0.4,0
cahead,24,Thinking ahead,"While LLMs can provide information and analyze trends, strategic foresight relies heavily on human judgment, experience, and intuition, limiting the potential for significant time reduction.",0.6,0.3,0.1,0
cimpl,24,Developing plans to put new ideas into practice,"LLMs can assist in outlining implementation steps, identifying resources, and creating timelines, with significant potential for time savings through integration with project management and collaboration tools.",0.2,0.3,0.5,0
cmefeel,24,Managing your own feelings,"Managing one's own feelings is a deeply personal task with limited potential for LLM impact in this occupation, though some benefit from stress management or mindfulness apps is conceivable.",0.9,0.05,0.05,0
cothfeel,24,Handling the feelings of other people,"While human empathy remains crucial, LLMs could offer some assistance in understanding and responding to others' emotions, particularly in fields like social work or public relations.",0.6,0.2,0.2,0
clookprt,24,Looking the part,"Looking the part relies primarily on personal choices and professional standards, with minimal scope for LLM influence beyond potential applications in virtual meeting attire suggestions.",0.95,0,0.05,0
csoundprt,24,Sounding the part,"LLMs can significantly assist in refining communication style and tone, particularly in written communication, but human input remains essential for nuanced verbal interactions.",0.5,0.3,0.2,0
cpeople,24,"Dealing with people in the context of providing professional services like legal advice, financial consulting, or public relations.","While LLMs can assist with communication and information retrieval, the core of ""dealing with people"" in these professions relies on interpersonal skills, empathy, and nuanced understanding, limiting the potential for significant time reduction solely through LLMs.",0.4,0.3,0.3,0
ccaring,24,"Counselling, advising, or caring for customers or clients in roles such as social work, financial advising, or legal representation.","LLMs can augment counselling and advising by providing information, summarizing cases, and suggesting approaches, but human empathy and judgment remain crucial, especially in sensitive situations.",0.3,0.3,0.4,0
cselling,24,"Selling a product or service, such as financial products, advertising campaigns, or legal services.","LLMs can significantly assist in sales by generating persuasive content, tailoring pitches, and handling client communication, but closing deals often requires human interaction and relationship building.",0.2,0.4,0.4,0
cproduct,24,"Knowledge of particular products or services relevant to the professional field, such as legal precedents, financial instruments, or media platforms.","LLMs excel at providing quick access to and summarizing complex information about products and services, significantly reducing research time for professionals in this occupation.",0.05,0.6,0.35,0
cmotivat,24,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting the impact of LLMs, though they can assist with generating ideas and tracking performance.",0.6,0.2,0.2,0
cthings,24,Keeping a close control over resources,"LLM-powered applications can significantly enhance resource management through automated tracking, analysis, and optimization, integrated with existing software.",0.1,0.2,0.7,0
ccoach,24,Coaching the staff whom you manage,"While coaching involves interpersonal aspects, LLMs can assist with providing feedback, suggesting resources, and tracking progress, especially when integrated with performance management tools.",0.4,0.3,0.3,0
ccareers,24,Developing the careers of the staff whom you manage,"LLMs can significantly assist in career development by analyzing skills gaps, suggesting training opportunities, and tracking progress, particularly when integrated with HR systems.",0.2,0.3,0.5,0
cfuture,24,Making strategic decisions about the future of your organisation,"LLMs can contribute to strategic decision-making by analyzing data, generating insights, and exploring different scenarios, though human judgment remains crucial.",0.2,0.4,0.4,0
cteach,31,"Instructing, training, or teaching people, individually or in groups","While in-person instruction benefits from human interaction, LLMs can significantly aid in content creation, personalized learning plans, and interactive training modules, especially when integrated with educational platforms.",0.2,0.4,0.35,0.05
cspeech,31,Making speeches or presentations,"LLMs can significantly reduce speechwriting and presentation preparation time through content generation, formatting, and even generating accompanying visuals, though delivery still relies on human presentation skills.",0.15,0.5,0.3,0.05
cpersuad,31,Persuading or influencing others,"Persuasion relies heavily on interpersonal dynamics and emotional intelligence, limiting the direct impact of LLMs, though they can assist in crafting persuasive arguments and tailoring communication.",0.4,0.3,0.25,0.05
cteamwk,31,"Working with a team of people in the context of science, engineering, and technology support roles.","Teamwork relies heavily on interpersonal communication and coordination, where LLMs have limited impact beyond existing tools like email and project management software.",0.7,0.15,0.15,0
clisten,31,"Listening carefully to colleagues in the context of receiving instructions, understanding technical issues, or collaborating on projects.","Listening is a fundamental human skill, and while LLMs might offer some transcription or summarization capabilities, they are unlikely to significantly reduce the time spent actively listening and understanding colleagues in this context.",0.9,0.05,0.05,0
ccoop,31,"Cooperating with colleagues on technical tasks, projects, or problem-solving within science, engineering, and technology support roles.","While LLMs can facilitate some aspects of cooperation through improved communication and knowledge sharing, the core of cooperation remains a human-driven process, limiting the potential for significant time reduction.",0.65,0.15,0.2,0
cwrite,31,"Writing material such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This might include filling out lab requisition forms, writing safety notices for equipment, creating labels for samples, or drafting simple instructions for operating machinery.","LLMs can significantly reduce time spent on creating simple, standardized text for forms, notices, and signs, but some tasks may require specific formatting or manual adjustments.",0.2,0.6,0.2,0
cwritesh,31,"Writing short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This could involve writing incident reports, summarizing test results, requesting equipment maintenance, or communicating with colleagues or clients.","LLMs can significantly assist in drafting short documents, but some customization and review will still be necessary.",0.1,0.6,0.3,0
cwritelg,31,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, in the context of Science, Engineering and Technology Associate Professionals. This could involve writing detailed technical reports, compiling equipment manuals, drafting research articles, or contributing to technical documentation.","LLMs can significantly assist in drafting and editing long documents, but fact-checking, technical accuracy, and nuanced writing style will still require human oversight.",0.1,0.5,0.4,0
cread,31,"Reading written information such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This could involve reading safety notices in a lab, equipment operating instructions, or work orders.","Reading short, simple texts like forms and signs is already very fast, leaving little room for LLMs to offer significant time savings.",0.9,0.05,0.05,0
cshort,31,"Reading short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This could involve reading technical specifications, test results summaries, or communication from colleagues.","While LLMs could summarize or extract key information from short documents, the time savings might not consistently reach the 25% threshold for all tasks.",0.6,0.2,0.2,0
clong,31,"Reading long documents such as long reports, manuals, articles, or books in the context of Science, Engineering and Technology Associate Professionals. This could involve reviewing research papers, studying technical manuals for equipment operation, or analyzing detailed project reports.","LLMs excel at summarizing and extracting key information from lengthy technical documents, offering substantial potential time savings, especially when integrated with specialized applications.",0.2,0.4,0.4,0
canalyse,31,Analyzing complex problems in depth,"LLMs can assist directly with analysis (E1) and through specialized software (E2), but some problems may require hands-on investigation (E0), and image processing has limited applicability (E3).",0.2,0.4,0.35,0.05
cfaults,31,Spotting problems or faults,"While some faults require direct observation (E0), LLMs can assist with diagnostics (E1), especially when integrated with diagnostic tools (E2), and image recognition can be helpful in some cases (E3).",0.4,0.15,0.3,0.15
ccause,31,Working out the cause of problems or faults,"LLMs can assist directly with troubleshooting (E1) and via diagnostic software (E2), but some causes require hands-on investigation (E0), and image processing has limited applicability (E3).",0.25,0.35,0.3,0.1
