task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
cpercent,22,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Similar to basic arithmetic, existing tools effectively address these calculations, limiting potential LLM contributions.",0.85,0.1,0.05,0
cstrength,22,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through robotic integration in E2.",0.95,0,0.05,0
cstamina,22,Working for long periods on physical activities,LLMs offer little direct time reduction for physical stamina; potential E2 benefits could come from workflow optimization or assistive robotics.,0.95,0,0.05,0
chands,22,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, some aspects (e.g., equipment assembly instructions) could benefit from LLM assistance (E1/E2), and image recognition (E3) might aid in certain repairs.",0.7,0.05,0.2,0.05
ctools,22,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide instructions and guidance (E1), AR applications could offer real-time assistance (E2), and image recognition might help identify tools or parts (E3).",0.4,0.3,0.25,0.05
cplanme,22,"Planning your own activities as a health professional, including scheduling patient appointments, surgeries, consultations, administrative tasks, and personal time.","While basic scheduling tools exist, LLM-powered applications could significantly improve time management and optimization of complex schedules, particularly when integrated with EHR systems.",0.1,0.2,0.7,0
cplanoth,22,"Planning the activities of others, such as assigning tasks to nurses, scheduling surgeries with other medical staff, coordinating patient care with therapists, or managing research teams.","LLM-powered applications could streamline coordination and communication, optimizing workflows and resource allocation within healthcare teams, but human oversight remains crucial.",0.15,0.25,0.6,0
cmytime,22,"Organizing one's own time effectively as a health professional, balancing patient care, administrative duties, research, continuing education, and personal life.","Similar to planning own activities, LLM-powered applications can significantly improve personal time management, especially when integrated with existing scheduling tools and EHR systems.",0.1,0.2,0.7,0
cahead,22,"Thinking ahead and anticipating potential challenges or opportunities in patient care, research projects, or healthcare administration.","While LLMs can assist in information gathering and scenario planning, anticipating complex medical situations still heavily relies on human expertise and experience.",0.4,0.4,0.2,0
cimpl,22,"Developing plans to put new ideas into practice, such as implementing new treatment protocols, integrating new technologies into patient care, or designing clinical trials.","LLMs can assist in research, literature review, and drafting implementation plans, but practical execution and adaptation in a healthcare setting require human oversight and expertise.",0.2,0.3,0.5,0
cmefeel,22,Managing your own feelings,"Managing one's feelings in healthcare relies heavily on personal coping mechanisms and professional support systems, with LLMs potentially offering some support through mindfulness or stress-reduction techniques but unlikely to replace existing methods.",0.7,0.2,0.1,0
cothfeel,22,Handling the feelings of other people,"While empathy and interpersonal skills are crucial for handling patients' feelings, LLMs can assist by providing communication guidance, suggesting appropriate responses, or analyzing patient sentiment, potentially integrated into EHR systems.",0.4,0.3,0.3,0
clookprt,22,Looking the part,"Looking the part in healthcare involves adhering to professional dress codes and maintaining a presentable appearance, which is unlikely to be significantly impacted by LLMs.",0.9,0.1,0,0
csoundprt,22,Sounding the part,"Sounding the part involves clear and professional communication, where LLMs can assist with language refinement, terminology suggestions, and potentially even real-time translation or transcription, but human interaction remains essential.",0.5,0.3,0.2,0
cpeople,22,"Dealing with people in a healthcare setting, including patients, families, colleagues, and other healthcare professionals.","While LLMs can enhance communication (E1 & E2) through tools like chatbots or automated messaging for appointment scheduling or basic inquiries, the core of healthcare interactions relies on empathy, nuanced understanding, and trust-building, which are difficult to automate (E0). Image processing is not directly relevant (E3).",0.6,0.2,0.2,0
ccaring,22,"Counselling, advising, or caring for patients and their families in a healthcare context, providing emotional support, medical information, and guidance on treatment plans.","Counselling and caring require deep empathy and human connection, making significant LLM-driven time reduction unlikely (E0), though LLMs could assist with information delivery or generating personalized care plans (E1 & E2), while image processing is not relevant (E3).",0.7,0.15,0.15,0
cselling,22,"Selling a product or service in a healthcare context, which might include recommending specific treatments, medications, or medical devices to patients, or promoting healthcare services to potential clients.","While ethical considerations and patient trust limit full automation (E0), LLMs can assist in explaining treatment options, generating personalized recommendations, and managing appointments (E1 & E2), potentially increasing efficiency. Image processing is not directly applicable (E3).",0.4,0.2,0.4,0
cproduct,22,"Knowledge of particular products or services relevant to healthcare, including medications, medical devices, treatment procedures, and healthcare services.","LLMs excel at providing quick access to and summarizing information about medical products and services (E1), and integration with EHRs or medical databases could further streamline workflows (E2), significantly reducing research time.  While human expertise is still essential, pure E0 is unlikely, and image processing is not a primary factor (E3).",0.1,0.6,0.3,0
cmotivat,22,Motivating the staff whom you manage or supervise,"Motivating staff in healthcare relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though LLMs could offer some support in crafting communications or suggesting motivational strategies.",0.6,0.2,0.2,0
cthings,22,Keeping a close control over resources,"While resource management involves existing software, LLM-powered applications could significantly improve efficiency by automating inventory tracking, predicting supply needs, and optimizing resource allocation.",0.2,0.2,0.6,0
ccoach,22,Coaching the staff whom you manage,"Coaching in healthcare requires personalized feedback and hands-on training, limiting direct LLM impact, though LLMs could assist with generating training materials or providing access to best practices.",0.5,0.3,0.2,0
ccareers,22,Developing the careers of the staff whom you manage,"LLMs can directly assist in career development by providing personalized learning resources, identifying relevant training opportunities, and suggesting career paths based on skills and experience, but human guidance remains crucial.",0.3,0.4,0.3,0
cfuture,22,Making strategic decisions about the future of your organisation,"LLMs can significantly assist in strategic decision-making by analyzing data, identifying trends, and generating potential scenarios, but human oversight and judgment remain essential in healthcare.",0.2,0.3,0.5,0
cteach,23,"Instructing, training, or teaching people, individually or in groups","While core teaching requires human interaction, LLMs can assist with lesson planning, material creation, and personalized feedback, especially with integrated educational platforms.",0.2,0.3,0.5,0
cspeech,23,Making speeches or presentations,"LLMs can significantly aid in drafting, researching, and structuring speeches and presentations, though delivery still relies on human presence.",0.1,0.6,0.3,0
cpersuad,23,Persuading or influencing others,"Persuasion relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though they can assist in crafting persuasive arguments and tailoring communication.",0.5,0.3,0.2,0
cteamwk,23,"Working with a team of people in the context of teaching and educational professionals. This could involve collaborating on lesson plans, curriculum development, student support strategies, research projects, or administrative tasks.","Teamwork in education relies heavily on interpersonal communication and collaboration, limiting the potential for significant time reduction from LLMs alone, though LLM-powered applications could facilitate some aspects of collaboration.",0.6,0.2,0.2,0
clisten,23,"Listening carefully to colleagues in the context of teaching and educational professionals. This could involve attending to colleagues' perspectives during meetings, understanding student concerns raised by other teachers, or receiving feedback on teaching practices.",Listening carefully is a fundamental human interaction with minimal potential for LLM-driven time reduction.,0.9,0.1,0,0
ccoop,23,"Cooperating with colleagues in the context of teaching and educational professionals. This could involve sharing resources, co-teaching lessons, contributing to school-wide initiatives, or participating in professional development activities.","While LLMs could facilitate some aspects of cooperation (e.g., shared document editing, scheduling), the core of cooperation relies on interpersonal dynamics and shared decision-making, limiting the potential for substantial time reduction.",0.6,0.2,0.2,0
cwrite,23,"Writing material such as forms, notices, or signs in the context of teaching and educational professionals.","LLMs can significantly assist in generating templates and content for forms, notices, and signs, but some customization and formatting will likely still be needed.",0.2,0.6,0.2,0
cwritesh,23,"Writing short documents such as short reports, letters, or emails in the context of teaching and educational professionals.","LLMs excel at generating short documents like reports, letters, and emails, potentially saving significant time for educators, though personalization and review remain important.",0.1,0.7,0.2,0
cwritelg,23,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books in the context of teaching and educational professionals.","While LLMs can significantly assist with drafting and editing long documents, substantial human input is still required for high-level organization, critical thinking, and ensuring accuracy, especially in academic or scholarly work.",0.1,0.5,0.4,0
cread,23,"Reading written information such as forms, notices, or signs in the context of teaching and educational professionals. This could include reading student applications, permission slips, school announcements, fire safety instructions, or signage within the educational setting.","Reading short, simple texts like forms and signs is already very fast, offering minimal potential for LLM-driven time reduction.",0.95,0.05,0,0
cshort,23,"Reading short documents such as short reports, letters, or emails in the context of teaching and educational professionals. This could involve reading student reports, parent emails, memos from administration, or brief research articles.","LLMs can summarize and extract key information from short documents, potentially offering time savings, but human review is still often necessary for nuanced understanding.",0.6,0.3,0.1,0
clong,23,"Reading long documents such as long reports, manuals, articles, or books in the context of teaching and educational professionals. This could include reading educational policy documents, research papers, textbooks, or student dissertations.","LLMs excel at summarizing and extracting key information from lengthy texts, offering substantial potential time savings for educators, though in-depth analysis still requires human engagement.",0.2,0.5,0.3,0
canalyse,23,"Analyzing complex problems in depth in the context of teaching and education. This could involve understanding student learning difficulties, evaluating curriculum effectiveness, or addressing administrative challenges.","LLMs can directly assist with research and analysis, potentially reducing time spent on literature reviews and data interpretation; further integration with educational tools could offer more streamlined workflows.",0.2,0.4,0.35,0.05
cfaults,23,"Spotting problems or faults in the context of teaching and education. This could involve identifying gaps in student understanding, recognizing issues with teaching materials, or noticing administrative inefficiencies.","While some problem identification relies on direct observation and human interaction, LLMs can assist by analyzing student data, feedback, and performance trends to highlight potential issues.",0.3,0.3,0.35,0.05
ccause,23,"Working out the cause of problems or faults in the context of teaching and education. This could involve diagnosing the reasons for student learning difficulties, determining the root causes of issues with teaching materials, or investigating the factors contributing to administrative inefficiencies.","Determining causality often requires nuanced understanding of individual student circumstances and educational contexts, limiting the immediate impact of LLMs, though they can assist in identifying correlating factors and suggesting potential causes.",0.35,0.3,0.3,0.05
csolutn,23,"Thinking of solutions to problems in the context of teaching and education. This could involve developing strategies to address student learning difficulties, devising improvements to teaching materials, or proposing solutions to administrative challenges.","LLMs can significantly assist in brainstorming solutions by providing access to research, best practices, and alternative approaches, potentially reducing time spent on developing interventions and strategies.",0.25,0.4,0.3,0.05
cspecial,23,Specialist knowledge or understanding,"While core knowledge is fundamental (E0), LLMs can significantly aid access and application of specialized knowledge (E1), with further enhancements through integrated platforms (E2) and some image-based resources (E3).",0.15,0.45,0.35,0.05
cupto,23,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at summarizing and synthesizing new information (E1), and integrated platforms can further personalize and streamline updates (E2), though some traditional methods remain (E0) and image-based updates are less central (E3).",0.05,0.5,0.4,0.05
cideas,23,"Developing new or improved work processes, products or services","While human creativity remains essential (E0), LLMs can significantly aid brainstorming, research, and development of new educational approaches (E1), with potential for further enhancement via integrated platforms (E2) and some image-based tools (E3).",0.1,0.4,0.45,0.05
cstats,23,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle basic statistics, LLMs can streamline complex procedures, especially when integrated with educational software or statistical packages, though image processing has limited applicability.",0.15,0.35,0.45,0.05
ccalca,23,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide highly efficient solutions for basic arithmetic, minimizing the potential impact of LLMs.",0.9,0.05,0.05,0
cpercent,23,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering limited potential for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,23,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal opportunity for LLM impact except potentially through assistive robotics (E2).",0.95,0,0.05,0
cstamina,23,Working for long periods on physical activities,"This task is inherently physical and not amenable to LLM assistance, except potentially through automation of some tasks (E2).",0.95,0,0.05,0
chands,23,"Mending, repairing, assembling, constructing or adjusting things","While teachers might occasionally perform minor repairs or adjustments in the classroom, this is not a primary task, limiting LLM impact.",0.9,0.05,0.05,0
ctools,23,"Knowledge of how to use or operate tools, equipment or machinery","LLMs could provide instructions or tutorials for using educational technology (E1), and integration with learning platforms could offer further assistance (E2).",0.7,0.2,0.1,0
cplanme,23,"Planning one's own activities (lesson planning, grading, meetings, professional development) within the context of teaching and educational roles.","While some personal planning remains idiosyncratic (E0), LLMs can directly assist with scheduling and task management (E1), and integrated tools could further enhance efficiency (E2), with no image processing relevance (E3).",0.2,0.4,0.4,0
cplanoth,23,"Planning the activities of others (students, teaching assistants, colleagues) in educational settings, such as designing group projects, assigning tasks, or coordinating schedules.","Some planning for others requires direct interaction and individualization (E0), but LLMs can assist with task allocation and scheduling (E1), and integrated tools could significantly streamline coordination (E2), with no image processing relevance (E3).",0.15,0.35,0.5,0
cmytime,23,"Organizing one's own time effectively to manage teaching, grading, meetings, and other responsibilities within the educational setting.","Personal time management often involves individual preferences and unpredictable events (E0), but LLMs can assist with scheduling and prioritization (E1), and integrated tools could further optimize time allocation (E2), with no image processing relevance (E3).",0.25,0.35,0.4,0
cahead,23,"Thinking ahead and anticipating future needs related to curriculum development, student progress, resource allocation, or other aspects of teaching and educational administration.","Foresight often relies on experience and subjective judgment (E0), but LLMs can assist by providing data-driven insights and identifying potential challenges (E1), and integrated tools could further enhance predictive capabilities (E2), with no image processing relevance (E3).",0.4,0.3,0.3,0
cimpl,23,"Developing plans to put new educational ideas into practice, such as implementing new teaching methods, integrating technology into the classroom, or designing new assessment strategies.","Implementing new ideas requires adaptation and customization (E0), but LLMs can assist with research, planning, and resource allocation (E1), and integrated tools could significantly streamline the implementation process (E2), with no image processing relevance (E3).",0.2,0.3,0.5,0
cmefeel,23,"Managing your own feelings as a teaching professional, which includes regulating emotions, handling stress, and maintaining composure in challenging classroom situations.","Managing one's own feelings is a deeply personal and internal process, making it unlikely that LLMs can significantly reduce the time spent on this task.",0.9,0.05,0.05,0
cothfeel,23,"Handling the feelings of other people (students, parents, colleagues) as a teaching professional, which includes empathy, active listening, and providing emotional support.","While LLMs can offer some support in understanding emotional cues and suggesting appropriate responses, the nuanced nature of human interaction in education limits significant time reduction.",0.7,0.15,0.15,0
clookprt,23,"Looking the part as a teaching professional, which includes maintaining a professional appearance and demeanor appropriate for the educational setting.","Looking the part is entirely a physical and personal task, with no applicability for LLMs or image processing to reduce time spent.",1,0,0,0
csoundprt,23,"Sounding the part as a teaching professional, which includes using clear and effective communication, adapting language to different audiences, and conveying authority and expertise.","LLMs can assist with refining language, suggesting communication strategies, and providing feedback on tone and clarity, potentially leading to time savings in lesson preparation and delivery.",0.5,0.3,0.2,0
cpeople,23,Dealing with people in the context of teaching and educational roles.,"Direct interpersonal interaction is crucial in education, limiting LLM impact, though they can assist with communication and feedback (E1) or enhance educational platforms (E2).",0.7,0.2,0.1,0
ccaring,23,"Counselling, advising, or caring for students in an educational setting.","While empathy and human connection are central to counselling, LLMs can assist with information gathering, resource provision, and personalized feedback (E1 and E2).",0.6,0.25,0.15,0
cselling,23,Promoting educational programs or courses to prospective students or parents.,"LLMs can significantly aid in crafting compelling marketing materials, personalizing outreach, and answering inquiries (E1), with further potential through integrated platforms (E2).",0.3,0.4,0.3,0
cproduct,23,"Knowledge of particular educational programs, curricula, or teaching methodologies.","LLMs excel at accessing and synthesizing information about educational content, enabling educators to quickly access relevant resources and tailor their teaching (E1 and E2).",0.1,0.6,0.3,0
cmotivat,23,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact, though they could assist with generating ideas or tracking performance (E1/E2).",0.6,0.2,0.2,0
cthings,23,Keeping a close control over resources,"While existing tools already manage some resource tracking, LLM-powered applications could significantly improve budget forecasting, inventory management, and resource allocation.",0.2,0.2,0.6,0
ccoach,23,Coaching the staff whom you manage,"Coaching involves personalized feedback and guidance, where LLMs can assist with content generation and progress tracking but not fully replace human interaction.",0.4,0.3,0.3,0
ccareers,23,Developing the careers of the staff whom you manage,"LLMs can assist with career path suggestions, skill gap analysis, and training resource recommendations, but human judgment remains crucial for personalized guidance.",0.3,0.3,0.4,0
cfuture,23,Making strategic decisions about the future of your organisation,"LLMs can analyze data, summarize trends, and generate potential scenarios, aiding strategic decision-making, but human oversight is essential for final decisions.",0.2,0.4,0.4,0
cteach,24,"Instructing, training, or teaching people, individually or in groups","LLMs can significantly aid in content creation and personalized learning, but human interaction remains crucial, especially in professional training and legal contexts.",0.2,0.4,0.35,0.05
cspeech,24,Making speeches or presentations,"LLMs excel at generating and refining speech content, but delivery and audience interaction still rely heavily on human skills.",0.1,0.5,0.35,0.05
cpersuad,24,Persuading or influencing others,"While LLMs can assist with argumentation and content preparation, persuasion relies heavily on interpersonal skills and emotional intelligence, limiting LLM impact.",0.3,0.3,0.35,0.05
cteamwk,24,"Working with a team of people in business, media, and public service contexts.","While teamwork relies heavily on interpersonal skills, LLMs can enhance collaboration through improved communication and information sharing within team contexts.",0.2,0.3,0.5,0
clisten,24,"Listening carefully to colleagues in business, media, and public service settings.","Listening is fundamentally a human skill, but LLM-powered tools could improve comprehension and retention of information in meetings or discussions.",0.6,0.2,0.2,0
ccoop,24,"Cooperating with colleagues in business, media, and public service environments.","Similar to teamwork, cooperation can be enhanced by LLMs facilitating communication and shared understanding, though core aspects remain interpersonal.",0.2,0.3,0.5,0
cwrite,24,"Writing material such as forms, notices, or signs","While simple forms might see limited LLM impact, more complex notices and signs could benefit from LLM-assisted drafting and formatting, especially with integrated tools.",0.2,0.4,0.4,0
cwritesh,24,"Writing short documents (for example, short reports, letters or emails)","LLMs can significantly assist in drafting and editing short documents, with further potential time savings from integration with email and other communication platforms.",0.1,0.5,0.4,0
cwritelg,24,"Writing long documents with correct spelling and grammar (for example, long reports, manuals, articles or books)","LLMs offer substantial assistance in drafting, editing, and structuring long documents, with integrated tools potentially streamlining research, citation management, and version control.",0.05,0.45,0.5,0
cread,24,"Reading written information such as forms, notices, or signs in the context of business, media, and public service professions.","Reading short, simple texts like forms and notices offers minimal opportunity for LLM assistance, as the task is already quick and straightforward.",0.9,0.05,0.05,0
cshort,24,"Reading short documents such as short reports, letters, or emails in the context of business, media, and public service professions.","LLMs can assist with summarizing, extracting key information, and generating responses to short documents, but human review and judgment remain essential.",0.4,0.3,0.3,0
clong,24,"Reading long documents such as long reports, manuals, articles, or books in the context of business, media, and public service professions.","LLMs excel at summarizing, extracting key information, and analyzing long documents, offering substantial time savings, especially when integrated with specialized software.",0.1,0.4,0.5,0
canalyse,24,Analysing complex problems in depth,"LLMs can significantly aid in research, synthesis, and exploring different perspectives on complex problems, but human expertise remains crucial for final evaluation and decision-making.",0.15,0.45,0.35,0.05
cfaults,24,Spotting problems or faults,"While LLMs can assist in identifying potential problems by analyzing data and patterns, human judgment is still essential for confirming and interpreting these findings in complex real-world scenarios.",0.25,0.35,0.35,0.05
ccause,24,Working out the cause of problems or faults,"LLMs can assist in identifying potential causes by analyzing data and providing relevant information, but human expertise is necessary for evaluating the context and drawing definitive conclusions.",0.2,0.4,0.35,0.05
csolutn,24,Thinking of solutions to problems,"LLMs can significantly aid in brainstorming and generating potential solutions by providing access to a wider range of information and perspectives, but human judgment remains crucial for selecting and implementing the most appropriate solution.",0.1,0.4,0.45,0.05
cspecial,24,Specialist knowledge or understanding,"While core specialist knowledge is fundamental (E0), LLMs can significantly enhance access to and application of this knowledge (E1, E2), with limited image relevance (E3).",0.15,0.45,0.35,0.05
cupto,24,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at summarizing and synthesizing new information, making staying up-to-date considerably more efficient (E1, E2), with minimal image impact (E3).",0.05,0.5,0.4,0.05
cideas,24,"Developing new or improved work processes, products or services","While human creativity remains essential (E0), LLMs can significantly augment idea generation and process improvement by providing relevant information and alternative perspectives (E1, E2), with limited image contribution (E3).",0.1,0.4,0.45,0.05
cstats,24,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing statistical software is powerful, LLMs could integrate with these tools to streamline complex analyses, potentially automating parts of the process and explaining results, with image processing playing a minor role in data visualization or extraction.",0.15,0.25,0.5,0.1
ccalca,24,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is already efficiently handled by calculators and spreadsheets, leaving minimal room for LLM impact.",0.9,0.05,0.05,0
cpercent,24,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are already highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,24,"Carrying, pushing or pulling heavy objects","This task is entirely physical and not applicable to the typical work of Business, Media, and Public Service Professionals.",1,0,0,0
cstamina,24,Working for long periods on physical activities,"While this occupation may require long work hours, it's primarily mentally demanding, not physically demanding, and LLMs don't directly impact physical stamina.",1,0,0,0
chands,24,"Mending, repairing, assembling, constructing or adjusting things",This task involves manual dexterity and is not relevant to the core duties of this occupation.,1,0,0,0
ctools,24,"Knowledge of how to use or operate tools, equipment or machinery","While this occupation uses software tools, LLMs could offer some direct assistance (E1) in learning or using complex software or through integrations (E2), but the core tools are already well-established and user-friendly, limiting significant time reduction.",0.7,0.2,0.1,0
cplanme,24,"Planning your own activities in the context of business, media, and public service professions.","While personal task management already benefits from existing tools, LLMs can enhance planning and prioritization (E1), and further integration with specialized apps could offer greater time savings (E2).",0.2,0.4,0.4,0
cplanoth,24,"Planning the activities of others (e.g., team members, project stakeholders) within business, media, or public service contexts.","LLMs can assist in scheduling, task assignment, and resource allocation (E1), and integration with project management tools could significantly streamline these processes (E2).",0.15,0.35,0.5,0
cmytime,24,"Organizing one's own time effectively within the demands of business, media, or public service roles.","LLMs can provide scheduling assistance and optimize time allocation (E1), with potential for further gains through integration with calendar and task management apps (E2).",0.25,0.45,0.3,0
cahead,24,"Thinking ahead and anticipating future needs or challenges within the scope of business, media, or public service work.","While LLMs can offer some support in research and trend analysis (E1), strategic foresight heavily relies on human judgment and experience, limiting potential time savings (E0).",0.5,0.3,0.2,0
cimpl,24,"Developing plans to put new ideas into practice within the context of business, media, or public service organizations.","LLMs can assist in outlining implementation steps, identifying resources, and creating timelines (E1), and integration with project management software could further streamline the process (E2).",0.2,0.3,0.5,0
cmefeel,24,Managing your own feelings,Managing one's feelings is a deeply personal task with limited potential for LLM impact beyond existing self-help resources.,0.9,0.05,0.05,0
cothfeel,24,Handling the feelings of other people,"While LLMs can offer communication and empathy guidance, handling others' feelings relies heavily on interpersonal skills and nuanced judgment, limiting direct time reduction.",0.6,0.2,0.2,0
clookprt,24,Looking the part (presenting a professional appearance),"Looking the part relies on personal choices and physical actions, with minimal potential for LLM impact beyond existing style guides or image-based tools.",0.95,0,0.05,0
csoundprt,24,Sounding the part (communicating professionally),"LLMs can significantly improve written and verbal communication through grammar/style correction, tone adjustment, and content generation, directly impacting professional communication.",0.2,0.5,0.3,0
cpeople,24,"Dealing with people in the context of providing professional services such as legal advice, financial consulting, or public relations.","While interpersonal skills remain crucial, LLMs can enhance client interaction through improved communication and information access within CRM systems and other client management tools.",0.3,0.2,0.5,0
ccaring,24,"Counselling, advising, or caring for customers or clients in roles like social work, financial advising, or legal representation.","Empathy and human judgment remain essential, but LLMs can augment counselling and advising by providing information, generating personalized advice, and streamlining case management.",0.4,0.2,0.4,0
cselling,24,"Selling a product or service, such as financial products, advertising campaigns, or legal services.","LLMs can significantly enhance sales processes by generating personalized pitches, providing product information, and automating follow-up communication.",0.2,0.3,0.5,0
cproduct,24,"Knowledge of particular products or services relevant to the professional field, such as legal precedents, financial instruments, or media production techniques.","LLMs excel at providing quick access to and summarizing complex information about products and services, significantly aiding professionals in this occupation.",0.05,0.45,0.5,0
cmotivat,24,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting the impact of LLMs, though they can assist with generating ideas and tracking performance.",0.6,0.2,0.2,0
cthings,24,Keeping a close control over resources,"Existing software solutions already handle resource management, but LLM-powered applications could significantly improve efficiency through automation and analysis.",0.1,0.2,0.7,0
ccoach,24,Coaching the staff whom you manage,"While coaching involves interpersonal skills, LLMs can assist with providing feedback, suggesting resources, and tracking progress.",0.4,0.3,0.3,0
ccareers,24,Developing the careers of the staff whom you manage,"LLMs can contribute to career development by analyzing skills gaps, suggesting training opportunities, and facilitating performance reviews, but human oversight remains crucial.",0.2,0.3,0.5,0
cfuture,24,Making strategic decisions about the future of your organisation,"LLMs can assist in strategic decision-making by analyzing data, generating forecasts, and identifying potential risks and opportunities, but human judgment remains essential.",0.2,0.4,0.4,0
cteach,31,"Instructing, training, or teaching people, individually or in groups","While hands-on training remains crucial for technical roles, LLMs can assist in creating training materials, providing personalized learning experiences, and offering interactive simulations, potentially leading to significant time savings.",0.25,0.35,0.35,0.05
cspeech,31,Making speeches or presentations,"LLMs can significantly aid in drafting presentations, generating talking points, and creating supporting materials, but the delivery and Q&A still rely heavily on human interaction.",0.15,0.45,0.35,0.05
cpersuad,31,Persuading or influencing others,"Persuasion often relies on interpersonal skills and understanding nuanced contexts, limiting the direct impact of LLMs, though they can assist in preparing arguments and tailoring communication.",0.4,0.3,0.25,0.05
cteamwk,31,"Working with a team of people in the context of providing technical support in science, engineering, and technology fields.","Teamwork relies heavily on interpersonal communication and coordination, where LLMs have limited impact beyond existing tools like email and project management software.",0.7,0.15,0.15,0
clisten,31,"Listening carefully to colleagues to understand technical issues, project requirements, or instructions in a science, engineering, or technology setting.","Active listening is a fundamental human skill, unlikely to be significantly impacted by LLMs in this context.",0.9,0.05,0.05,0
ccoop,31,"Cooperating with colleagues on technical projects, experiments, or support tasks, involving shared responsibilities and collaborative problem-solving.","While LLMs can facilitate some aspects of cooperation through improved communication or knowledge sharing, the core of cooperation remains a human-driven process.",0.65,0.15,0.2,0
cwrite,31,"Writing material such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This might include filling out standardized forms for lab tests, creating notices for equipment maintenance, or designing safety signs for a work area.","While simple forms might see less impact, LLMs can automate filling or generating notices and signs, especially with integrated applications.",0.2,0.4,0.4,0
cwritesh,31,"Writing short documents such as short reports, letters, or emails within the context of Science, Engineering, and Technology Associate Professionals. This could involve writing lab reports summarizing experiment results, composing emails to request equipment, or drafting short memos regarding technical issues.","LLMs can significantly assist in drafting and refining short documents, with further potential through integration with email clients or reporting tools.",0.1,0.5,0.4,0
cwritelg,31,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, within the context of Science, Engineering, and Technology Associate Professionals. This could involve writing comprehensive technical reports, compiling equipment manuals, or drafting research articles for publication.","LLMs offer substantial assistance in drafting, editing, and structuring long documents, with integrated tools potentially streamlining the process further.",0.05,0.45,0.5,0
cread,31,"Reading written information such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This could involve reading safety notices in a lab, equipment operating instructions, or work orders.","Reading short, simple texts like forms and signs offers minimal opportunity for LLM assistance, as the task is already quick and straightforward.",0.9,0.05,0.05,0
cshort,31,"Reading short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This might include reading technical specifications, test results summaries, or communication from colleagues.","While LLMs could summarize or extract key information from short documents, the time savings might not consistently reach 25% for all tasks.",0.6,0.2,0.2,0
clong,31,"Reading long documents such as long reports, manuals, articles, or books in the context of Science, Engineering and Technology Associate Professionals.  This could involve reviewing research papers, studying technical manuals for equipment operation, or analyzing detailed project reports.","LLMs excel at summarizing and extracting key information from lengthy technical documents, offering substantial potential time savings, especially when integrated with specialized software.",0.2,0.4,0.4,0
canalyse,31,Analyzing complex problems in depth,"LLMs can assist with research and information gathering, potentially leading to significant time savings, especially when integrated with specialized diagnostic tools.",0.2,0.4,0.35,0.05
cfaults,31,Spotting problems or faults,"While some faults require direct observation, LLM-powered diagnostic tools and image analysis could significantly improve fault detection.",0.3,0.2,0.4,0.1
ccause,31,Working out the cause of problems or faults,"LLMs can assist in diagnosing causes by providing access to relevant information and potential solutions, further enhanced by integration with diagnostic systems.",0.25,0.35,0.35,0.05
csolutn,31,Thinking of solutions to problems,"LLMs excel at generating potential solutions based on available data and knowledge, offering substantial time savings for this task.",0.2,0.5,0.25,0.05
cspecial,31,"Utilizing specialized knowledge or understanding within science, engineering, and technology support roles.","LLMs can significantly enhance access to and application of specialized knowledge, but practical application and hands-on work still necessitate some E0 and benefit from E2 tools.",0.15,0.45,0.35,0.05
cupto,31,"Keeping up-to-date with and applying new knowledge relevant to science, engineering, and technology support roles.","LLMs excel at summarizing and synthesizing new information, making E1 highly probable, while E2 tools can further streamline integration into workflows.",0.05,0.6,0.3,0.05
