task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
cspeech,24,Making speeches or presentations,"While delivery still relies on human presence (E0), LLMs can significantly aid in content generation and refinement (E1), and integrated presentation tools could further enhance delivery (E2), with limited image processing impact (E3).",0.15,0.45,0.35,0.05
cpersuad,24,Persuading or influencing others,"Persuasion often involves interpersonal dynamics and emotional intelligence (E0), but LLMs can assist in crafting compelling arguments and tailoring communication (E1), with potential for integrated tools to analyze audience sentiment and optimize messaging (E2), and minimal image processing impact (E3).",0.3,0.3,0.35,0.05
cteamwk,24,"Working with a team of people in business, media, and public service contexts.","While core teamwork relies on interpersonal skills (E0), LLMs can directly summarize discussions and action items (E1), and integrated tools can significantly enhance project management and communication (E2).",0.2,0.2,0.6,0.0
clisten,24,"Listening carefully to colleagues in business, media, and public service settings to understand their perspectives, concerns, and ideas.","Active listening is fundamentally human-centric (E0), though LLMs can transcribe and summarize conversations for later review (E1), with limited potential for further time reduction through applications (E2).",0.6,0.3,0.1,0.0
ccoop,24,"Cooperating with colleagues in business, media, and public service environments to achieve shared goals.","While cooperation depends on interpersonal dynamics (E0), LLMs can facilitate communication and information sharing (E1), and integrated tools can streamline workflows and project management (E2).",0.2,0.2,0.6,0.0
cwrite,24,"Writing material such as forms, notices, or signs in the context of Business, Media, and Public Service Professionals.","While simple forms might see less impact, LLMs can significantly assist in generating notices and signs, especially with integrations for design and formatting.",0.2,0.4,0.4,0.0
cwritesh,24,"Writing short documents (for example, short reports, letters, or emails) in the context of Business, Media, and Public Service Professionals.","LLMs excel at generating short documents, offering substantial time savings through drafting, summarizing, and editing assistance.",0.1,0.5,0.4,0.0
cwritelg,24,"Writing long documents with correct spelling and grammar (for example, long reports, manuals, articles, or books) in the context of Business, Media, and Public Service Professionals.","LLMs offer significant assistance in drafting, structuring, and refining long documents, though human oversight remains crucial for quality and accuracy.",0.1,0.6,0.3,0.0
cread,24,"Reading written information such as forms, notices, or signs in the context of business, media, and public service professions.","Reading short, simple text is already very efficient, leaving little room for LLM impact.",0.95,0.05,0.0,0.0
cshort,24,"Reading short documents such as short reports, letters, or emails in the context of business, media, and public service professions.","LLMs can significantly aid comprehension and summarization of short documents, but human review is often still necessary.",0.4,0.4,0.2,0.0
clong,24,"Reading long documents such as long reports, manuals, articles, or books in the context of business, media, and public service professions.","LLMs excel at summarizing, extracting key information, and answering questions about lengthy documents, significantly reducing reading time.",0.15,0.6,0.25,0.0
canalyse,24,Analysing complex problems in depth,"LLMs can significantly aid in research, synthesis, and exploring solution spaces for complex problems, but human expertise remains crucial for final validation and decision-making.",0.15,0.45,0.35,0.05
cfaults,24,Spotting problems or faults,"While LLMs can assist in identifying potential problems by analyzing data and patterns, human judgment and experience are still essential for confirming and interpreting these findings.",0.25,0.35,0.35,0.05
ccause,24,Working out the cause of problems or faults,"LLMs can accelerate research and hypothesis generation related to problem causation, but domain expertise remains critical for validation and determining the root cause.",0.2,0.4,0.35,0.05
csolutn,24,Thinking of solutions to problems,"LLMs excel at generating diverse solutions and exploring different approaches, significantly aiding brainstorming and ideation processes, but human evaluation and selection remain essential.",0.1,0.5,0.35,0.05
cspecial,24,Specialist knowledge or understanding,"While core expertise remains crucial, LLMs can significantly augment specialist knowledge access and application, especially when integrated with professional tools.",0.15,0.45,0.4,0.0
cupto,24,Keeping up-to-date with and applying new knowledge to your job,"LLMs excel at information synthesis and retrieval, making them highly effective for staying current and applying new knowledge, particularly with integrated applications.",0.05,0.5,0.45,0.0
cideas,24,"Developing new or improved work processes, products or services","LLMs can significantly aid ideation and process improvement, especially when integrated with workflow tools, though human oversight remains essential.",0.1,0.4,0.5,0.0
cstats,24,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing statistical software is powerful, LLMs can assist in selecting appropriate methods, interpreting results, and integrating with other data sources, especially within LLM-powered applications.",0.15,0.25,0.5,0.1
ccalca,24,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide highly efficient solutions for basic arithmetic, leaving minimal room for LLM impact.",0.9,0.05,0.05,0.0
cpercent,24,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are already highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0.0
cstrength,24,"Carrying, pushing or pulling heavy objects","This task is entirely physical and not applicable to the typical work of Business, Media, and Public Service Professionals.",1.0,0.0,0.0,0.0
cstamina,24,Working for long periods on physical activities,"While this occupation may require long work hours, it's primarily mentally demanding, not physically demanding, and LLMs don't directly impact physical stamina.",1.0,0.0,0.0,0.0
chands,24,"Mending, repairing, assembling, constructing or adjusting things",This task involves manual dexterity and is not relevant to the core duties of this occupation.,1.0,0.0,0.0,0.0
ctools,24,"Knowledge of how to use or operate tools, equipment or machinery","While existing software proficiency is assumed, LLMs could offer some assistance in learning new software or troubleshooting technical issues (E1), and integrated LLM-powered applications could further streamline software usage (E2), but the primary tools are already digitally based, limiting major time reduction.",0.7,0.2,0.1,0.0
cplanme,24,Planning your own activities,"While personal task management is already supported by existing tools, LLMs can enhance planning and scheduling, especially when integrated with calendar and project management applications.",0.2,0.4,0.4,0.0
cplanoth,24,Planning the activities of others,"LLMs can assist in task delegation, scheduling, and progress tracking, with greater potential time savings when integrated with project management and team collaboration tools.",0.15,0.35,0.5,0.0
cmytime,24,Organising one's own time,"Existing calendaring and scheduling tools already provide substantial support, but LLMs can offer further optimization through intelligent time blocking and task prioritization.",0.25,0.35,0.4,0.0
cahead,24,Thinking ahead,"While LLMs can support strategic thinking by providing information and generating scenarios, the core cognitive process remains largely human-driven.",0.4,0.4,0.2,0.0
cimpl,24,Developing plans to put new ideas into practice,"LLMs can significantly assist in developing implementation plans by outlining steps, allocating resources, and generating timelines, especially when integrated with project management software.",0.1,0.3,0.6,0.0
cmefeel,24,Managing your own feelings,"Managing one's feelings is a deeply personal task with limited potential for LLM impact in this occupation, though some benefit from stress management or mindfulness apps is conceivable.",0.9,0.05,0.05,0.0
cothfeel,24,Handling the feelings of other people,"While empathy and interpersonal skills are crucial, LLMs could offer some assistance in understanding emotional cues and crafting appropriate responses, especially in fields like social work or public relations.",0.6,0.2,0.2,0.0
clookprt,24,Looking the part,"Looking the part relies on personal style and professional dress codes, with minimal potential for LLM impact, though some AR applications for virtual wardrobe assistance are imaginable.",0.95,0.0,0.05,0.0
csoundprt,24,Sounding the part,"LLMs can significantly assist in refining communication style, suggesting appropriate vocabulary, and improving clarity and persuasiveness, especially in legal, media, and public service roles.",0.5,0.3,0.2,0.0
cpeople,24,"Dealing with people in the context of providing professional services like legal advice, financial consulting, or public relations.","While interpersonal skills remain crucial, LLMs can enhance client interaction through improved communication and information access within CRM systems and other client management tools.",0.3,0.2,0.5,0.0
ccaring,24,"Counselling, advising, or caring for customers or clients in roles like social work, financial advising, or legal representation.","Empathy and human connection are central, but LLMs can augment these roles by providing information, generating personalized advice, and streamlining case management.",0.2,0.3,0.5,0.0
cselling,24,"Selling a product or service, such as financial products, advertising campaigns, or legal services.","LLMs can significantly improve sales processes by generating persuasive content, personalizing client pitches, and automating follow-up communications.",0.15,0.35,0.5,0.0
cproduct,24,"Knowledge of particular products or services relevant to the professional field, such as legal precedents, financial instruments, or media platforms.","LLMs excel at providing quick access to and synthesis of complex information, significantly aiding professionals in staying up-to-date with relevant products and services.",0.05,0.45,0.5,0.0
cmotivat,24,Motivating the staff whom you manage or supervise,"Motivating staff relies heavily on interpersonal skills and emotional intelligence, limiting the impact of LLMs, though they can assist with generating ideas and tracking performance.",0.6,0.2,0.2,0.0
cthings,24,Keeping a close control over resources,LLM-powered applications integrating with existing financial and project management software can significantly improve resource allocation and tracking.,0.1,0.2,0.7,0.0
ccoach,24,Coaching the staff whom you manage,"While coaching involves interpersonal aspects, LLMs can assist with providing feedback, suggesting resources, and tracking progress.",0.4,0.3,0.3,0.0
ccareers,24,Developing the careers of the staff whom you manage,"LLMs can assist with identifying training opportunities, creating development plans, and tracking progress, but human oversight remains crucial.",0.2,0.3,0.5,0.0
cfuture,24,Making strategic decisions about the future of your organisation,"LLMs can analyze data, generate reports, and suggest potential strategies, but high-level decision-making still requires human judgment.",0.2,0.4,0.4,0.0
cteach,31,"Instructing, training, or teaching people, individually or in groups","While in-person instruction benefits from human interaction, LLMs can significantly aid in content creation, personalized learning plans, and interactive training modules, especially when combined with educational software.",0.2,0.4,0.35,0.05
cspeech,31,Making speeches or presentations,"LLMs can substantially assist in drafting, structuring, and enhancing presentations, but delivery and audience interaction still rely on human skills.",0.15,0.5,0.3,0.05
cpersuad,31,Persuading or influencing others,"Persuasion often relies on interpersonal dynamics and emotional intelligence, limiting the direct impact of LLMs, though they can assist in crafting persuasive arguments and tailoring communication.",0.4,0.3,0.25,0.05
cteamwk,31,"Working with a team of people in a science, engineering, or technology setting, often involving collaborative problem-solving, design, development, or technical support.","While LLMs can facilitate communication and knowledge sharing, teamwork in this occupation often involves hands-on tasks and complex interpersonal dynamics where LLMs have limited impact.",0.6,0.2,0.2,0.0
clisten,31,"Listening carefully to colleagues to understand technical problems, project requirements, or experimental procedures in a science, engineering, or technology context.","Listening carefully is a fundamental human skill; while LLMs might eventually assist with transcription or summarization, they are unlikely to significantly reduce the time spent on active listening in this context.",0.9,0.1,0.0,0.0
ccoop,31,"Cooperating with colleagues in a science, engineering, or technology setting, involving sharing information, coordinating tasks, and working towards common goals.","Similar to teamwork, cooperation relies heavily on interpersonal skills and shared understanding, where LLMs can facilitate communication but are unlikely to drastically reduce the time spent on collaborative efforts.",0.6,0.2,0.2,0.0
cwrite,31,"Writing material such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This likely involves creating clear, concise, and technically accurate instructions, labels, or warnings for equipment, experiments, or safety procedures.","LLMs can significantly assist in generating and formatting short, standardized text for forms, notices, and signs, but some tasks may require specific formatting or physical creation not amenable to LLMs.",0.2,0.6,0.2,0.0
cwritesh,31,"Writing short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This could involve summarizing experimental results, communicating technical issues, or requesting information from colleagues or suppliers.","LLMs excel at generating and refining short documents, offering substantial time savings for drafting, editing, and formatting, though some customization and review will still be necessary.",0.1,0.6,0.3,0.0
cwritelg,31,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books, in the context of Science, Engineering and Technology Associate Professionals. This might involve documenting research findings, compiling technical specifications, or creating training materials.","While LLMs can significantly assist in drafting, structuring, and editing long documents, human oversight remains essential for ensuring technical accuracy, coherence, and adherence to specific formatting requirements.",0.1,0.5,0.4,0.0
cread,31,"Reading written information such as forms, notices, or signs in the context of Science, Engineering and Technology Associate Professionals. This could involve reading safety notices in a lab, equipment operating instructions, or work orders.","Reading short, simple texts like forms and signs is already very fast, leaving little room for LLMs to offer significant time savings.",0.9,0.05,0.05,0.0
cshort,31,"Reading short documents such as short reports, letters, or emails in the context of Science, Engineering and Technology Associate Professionals. This might involve reading technical specifications, test results, or communication from colleagues.","While LLMs could summarize or extract key information from short documents, the time savings might not consistently reach the 25% threshold for all tasks.",0.6,0.2,0.2,0.0
clong,31,"Reading long documents such as long reports, manuals, articles, or books in the context of Science, Engineering and Technology Associate Professionals. This could involve reviewing research papers, studying technical manuals, or analyzing complex reports.","LLMs excel at summarizing and extracting information from lengthy technical documents, offering substantial potential time savings for this task.",0.2,0.4,0.4,0.0
canalyse,31,Analyzing complex problems in depth,"LLMs can assist with research and information gathering, potentially leading to significant time savings, especially when integrated with specialized diagnostic tools.",0.2,0.4,0.35,0.05
cfaults,31,Spotting problems or faults,"While some faults require direct observation, LLM-powered diagnostic tools and image analysis could significantly improve fault detection.",0.3,0.2,0.4,0.1
ccause,31,Working out the cause of problems or faults,LLMs can assist in troubleshooting and root cause analysis by providing access to relevant information and suggesting potential causes.,0.25,0.35,0.35,0.05
csolutn,31,Thinking of solutions to problems,"LLMs can suggest solutions based on a vast knowledge base and best practices, potentially reducing time spent on research and brainstorming.",0.25,0.45,0.25,0.05
cspecial,31,"Utilizing specialized knowledge or understanding within science, engineering, and technology support roles.","LLMs can significantly enhance access to and application of specialized knowledge, but practical application and hands-on work still necessitate some E0 probability.",0.15,0.45,0.35,0.05
cupto,31,"Keeping up-to-date with and applying new knowledge relevant to science, engineering, and technology support roles.","LLMs excel at information retrieval and synthesis, making them highly effective for staying current with new knowledge, though practical application still requires some E0.",0.05,0.6,0.3,0.05
cideas,31,"Developing new or improved work processes, products, or services within science, engineering, and technology support roles.","LLMs can significantly aid ideation and process improvement, but physical implementation and testing maintain some E0 probability.",0.1,0.4,0.45,0.05
cstats,31,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle basic calculations, LLMs can assist with complex procedures, especially when integrated with statistical software, though image processing has limited relevance.",0.15,0.35,0.45,0.05
ccalca,31,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Calculators and spreadsheets already provide efficient solutions for basic arithmetic, minimizing the impact of LLMs.",0.9,0.05,0.05,0.0
cpercent,31,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0.0
cstrength,31,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through future robotic integration.",0.95,0.0,0.05,0.0
cstamina,31,Working for long periods on physical activities,"Like strength-based tasks, stamina is inherently physical, limiting direct LLM impact.",0.95,0.0,0.05,0.0
chands,31,"Mending, repairing, assembling, constructing or adjusting things","While primarily hands-on, LLMs could offer some guidance (E1) and, combined with AR/VR (E2) or image recognition (E3), could provide more significant assistance.",0.6,0.1,0.25,0.05
ctools,31,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide instructions and documentation (E1), while integration with equipment interfaces (E2) or image-based tutorials (E3) could further enhance knowledge application.",0.3,0.3,0.3,0.1
cplanme,31,"Planning one's own activities within the context of providing technical support in science, engineering, and technology.","While basic scheduling tools exist, LLMs could enhance personal task management through prioritization and integration with project requirements, but widespread adoption and integration into existing workflows (E2) are still uncertain.",0.4,0.3,0.3,0.0
cplanoth,31,"Planning the activities of others, likely involving coordinating tasks for technicians or support staff within a technical project or team.","LLMs integrated with project management tools could significantly improve team task allocation and scheduling, but current tools may already handle basic scheduling adequately.",0.3,0.2,0.5,0.0
cmytime,31,"Organizing one's own time effectively to complete tasks, manage priorities, and meet deadlines within a technical support role.","Existing calendar and scheduling tools already address basic time management, but LLM-powered features could offer personalized optimization and integration with project timelines.",0.5,0.25,0.25,0.0
cahead,31,"Thinking ahead and anticipating potential challenges, resource needs, or dependencies in technical projects or support tasks.","LLMs can analyze project data and suggest potential issues or improvements, but human expertise remains crucial for nuanced risk assessment.",0.2,0.4,0.4,0.0
cimpl,31,"Developing plans to put new ideas into practice, specifically within the context of implementing technical solutions or improvements in a support role.","LLMs can assist in generating implementation plans and outlining necessary steps, but practical execution and adaptation require human oversight and technical expertise.",0.2,0.3,0.5,0.0
cmefeel,31,Managing your own feelings,"Managing one's feelings is a personal, internal process with limited applicability for LLMs in this occupation, though some mental health/wellbeing apps might offer minor assistance.",0.9,0.05,0.05,0.0
cothfeel,31,Handling the feelings of other people,"While LLMs could offer some communication guidance or suggest empathetic responses, handling others' feelings primarily relies on human interaction and emotional intelligence, with limited potential for significant time reduction from LLMs in this technical occupation.",0.7,0.15,0.15,0.0
clookprt,31,Looking the part (appropriate attire and professional appearance),"Looking the part relies on personal choices and adherence to workplace dress codes, with minimal potential for LLM impact in this occupation.",0.95,0.05,0.0,0.0
csoundprt,31,Sounding the part (using appropriate language and tone),"LLMs could assist with refining written communication or suggesting appropriate phrasing, but real-time conversational skills remain crucial, especially when providing technical support or explanations.",0.6,0.2,0.2,0.0
cpeople,31,"Dealing with people in the context of providing technical support, explaining technical concepts, and troubleshooting issues.","While direct human interaction remains crucial, LLMs can assist with communication and information retrieval, especially when integrated with support systems.",0.2,0.3,0.5,0.0
ccaring,31,"Counselling, advising, or caring for customers or clients regarding technical issues, providing solutions, and offering guidance.","Empathy and human judgment are important, but LLMs can enhance information delivery and solution finding, particularly within integrated support platforms.",0.25,0.35,0.4,0.0
cselling,31,"Selling a technical product or service, explaining its features and benefits, and addressing customer inquiries.","LLMs can significantly aid in product information retrieval and presentation, especially when integrated with sales and CRM systems.",0.15,0.35,0.5,0.0
cproduct,31,Possessing and applying knowledge of particular technical products or services to assist clients and solve problems.,"LLMs excel at providing and synthesizing information about products and services, significantly reducing research time for technical professionals.",0.05,0.5,0.45,0.0
cmotivat,31,Motivating the staff whom you manage or supervise,"While LLMs can offer suggestions for motivational techniques, the interpersonal nature of motivation within technical teams limits significant time reduction.",0.6,0.2,0.2,0.0
cthings,31,Keeping a close control over resources,LLM-powered applications integrating with existing inventory and project management systems could significantly improve resource allocation and tracking.,0.2,0.2,0.6,0.0
ccoach,31,Coaching the staff whom you manage,"LLMs can provide coaching resources and feedback suggestions, but the personalized nature of coaching limits overall time reduction.",0.4,0.3,0.3,0.0
ccareers,31,Developing the careers of the staff whom you manage,"LLMs can significantly assist in identifying training opportunities and career paths, but human input remains crucial for personalized guidance.",0.3,0.4,0.3,0.0
cfuture,31,Making strategic decisions about the future of your organisation,"LLMs can assist in data analysis and trend identification for strategic planning, but human judgment remains essential for final decision-making.",0.3,0.3,0.4,0.0
cteach,32,"Instructing, training, or teaching people, individually or in groups in a healthcare and social care setting.","LLMs can assist in creating training materials and providing information, but the interpersonal aspects of teaching and demonstrating procedures in healthcare and social care limit full automation.",0.2,0.4,0.35,0.05
cspeech,32,"Making speeches or presentations in a healthcare and social care context, often involving patient education, community outreach, or internal training.","LLMs can significantly aid in drafting and structuring presentations, but delivery and audience interaction still rely heavily on human skills.",0.15,0.5,0.3,0.05
cpersuad,32,"Persuading or influencing others, such as patients to adhere to treatment plans, families to support caregiving, or colleagues to adopt new practices, within the healthcare and social care domain.","Persuasion relies heavily on empathy, trust, and interpersonal dynamics, making it less amenable to significant LLM-driven time reduction, though LLMs can provide supporting information or suggest communication strategies.",0.6,0.2,0.15,0.05
cteamwk,32,"Working with a team of people in a healthcare and social care setting, involving coordinating patient care, sharing information, and collaborating on treatment plans.","Teamwork in healthcare relies heavily on interpersonal communication and real-time coordination, limiting the potential for significant time reduction from LLMs, though some assistance with information sharing and scheduling is possible.",0.6,0.2,0.2,0.0
clisten,32,"Listening carefully to colleagues in a healthcare and social care setting to understand patient needs, treatment plans, and feedback, requiring active listening and empathy.","Listening carefully is a fundamentally human interaction, with minimal potential for LLM-driven time reduction.",0.9,0.1,0.0,0.0
ccoop,32,"Cooperating with colleagues in a healthcare and social care setting to provide coordinated patient care, involving shared decision-making and collaborative problem-solving.","While LLMs can facilitate information sharing and communication, cooperation in healthcare often involves complex interpersonal dynamics and real-time adjustments, limiting the potential for substantial time savings.",0.6,0.2,0.2,0.0
cwrite,32,"Writing material such as forms, notices, or signs in a healthcare and social care setting.","While pre-filled forms are common, LLMs can assist with generating notices and signs, especially with integrations into existing systems.",0.2,0.4,0.4,0.0
cwritesh,32,"Writing short documents such as short reports, letters, or emails in a healthcare and social care setting.","LLMs can significantly assist with drafting short reports, letters, and emails, potentially reducing time spent on these tasks by 25% or more, especially with integrations into existing systems.",0.1,0.5,0.4,0.0
cwritelg,32,"Writing long documents with correct spelling and grammar, such as long reports, manuals, articles, or books in a healthcare and social care setting.","LLMs excel at generating and refining long-form text, making them highly relevant for creating reports, manuals, and other lengthy documents, although human oversight remains essential for accuracy and context.",0.15,0.6,0.25,0.0
cread,32,"Reading written information such as forms, notices, or signs in a healthcare and social care setting.","Reading short, simple texts like forms, notices, or signs offers minimal potential for LLM-driven time savings, as the task is already quick and straightforward.",0.9,0.05,0.05,0.0
cshort,32,"Reading short documents such as short reports, letters, or emails in a healthcare and social care setting.","LLMs could offer summarization and key information extraction for short documents, but the inherent brevity limits potential time savings; integration with EHR/CRM systems could further streamline workflows.",0.6,0.2,0.2,0.0
clong,32,"Reading long documents such as long reports, manuals, articles, or books in a healthcare and social care setting.","LLMs excel at summarizing, extracting key information, and answering questions about lengthy texts, offering substantial potential time savings; integration with specialized medical/social care databases could further enhance efficiency.",0.2,0.4,0.4,0.0
canalyse,32,Analyzing complex problems in depth,"LLMs can assist with research and information gathering, but practical application and human interaction remain crucial, especially with integrated case management systems.",0.2,0.3,0.45,0.05
cfaults,32,Spotting problems or faults,"While LLMs can provide some support through checklists or diagnostic information, many faults require direct observation and physical interaction.",0.4,0.2,0.3,0.1
ccause,32,Working out the cause of problems or faults,"LLMs can assist in researching potential causes and providing relevant information, but hands-on investigation and professional judgment are still essential.",0.3,0.3,0.35,0.05
csolutn,32,Thinking of solutions to problems,"LLMs can offer potential solutions and best practices, but practical implementation and personalized care often require human expertise.",0.25,0.35,0.35,0.05
cspecial,32,"Utilizing specialized knowledge or understanding within health and social care contexts, such as medical terminology, procedures, social work theories, or counseling techniques.","LLMs can readily provide and synthesize specialized information, potentially reducing research time, but practical application and human judgment remain crucial in this field.",0.15,0.45,0.35,0.05
cupto,32,"Staying current with new knowledge relevant to health and social care, including updated medical guidelines, social work practices, or therapeutic approaches, and applying this knowledge to daily work.","LLMs excel at summarizing and disseminating new information, significantly aiding in keeping up-to-date, but integration with existing workflows and practical application will further enhance efficiency.",0.1,0.5,0.4,0.0
cideas,32,"Developing new or improved work processes, products, or services within health and social care, such as streamlining patient intake procedures, creating new support groups, or improving therapeutic techniques.","LLMs can contribute to idea generation and process improvement, but practical implementation and human-centered design remain essential in this field.",0.2,0.4,0.4,0.0
cstats,32,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While some healthcare roles might use advanced statistics (e.g., research, analysis), most tasks involve simpler calculations where existing tools are sufficient, but LLMs could assist with interpretation and context within specialized software.",0.2,0.3,0.4,0.1
ccalca,32,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is efficiently handled by existing tools like calculators and spreadsheets, offering minimal time-saving potential for LLMs.",0.85,0.1,0.05,0.0
cpercent,32,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools are highly efficient for these calculations, but LLMs could offer some assistance in specific scenarios, particularly if integrated with existing software.",0.8,0.15,0.05,0.0
cstrength,32,"Carrying, pushing or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through assistive robotics (E2).",0.95,0.0,0.05,0.0
cstamina,32,Working for long periods on physical activities,"Physical stamina is inherent to the individual and not directly impacted by LLMs, except potentially through assistive technologies (E2).",0.95,0.0,0.05,0.0
chands,32,"Mending, repairing, assembling, constructing or adjusting things","While primarily manual, LLMs could offer some guidance through manuals or instructions (E1), and AR applications could provide more interactive assistance (E2), with limited potential for image recognition (E3).",0.7,0.05,0.2,0.05
ctools,32,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide information on tool usage (E1), and AR/VR applications could offer interactive training or real-time guidance (E2), with limited potential for image recognition in tool operation (E3).",0.5,0.2,0.25,0.05
cplanme,32,Planning one's own activities within a healthcare or social care setting.,"While basic scheduling could see LLM benefits, much of this task involves direct patient care and unpredictable events, limiting LLM impact.",0.4,0.3,0.3,0.0
cplanoth,32,"Planning the activities of others (e.g., patients, colleagues) in a healthcare or social care context.",LLM-powered applications integrating with patient records and scheduling systems could significantly improve care coordination and planning.,0.3,0.2,0.5,0.0
cmytime,32,Organizing one's own time effectively within the demands of a healthcare or social care role.,"LLMs could assist with scheduling and prioritization, but the dynamic nature of the work limits potential time savings.",0.3,0.4,0.3,0.0
cahead,32,Thinking ahead and anticipating potential needs or challenges in patient care or social work.,"While LLMs could offer some insights based on patient data, much of this task relies on human experience and intuition.",0.6,0.2,0.2,0.0
cimpl,32,Developing plans to put new ideas into practice within a healthcare or social care setting.,"LLMs could assist in research, planning, and documentation, but implementation often depends on organizational factors and resources.",0.3,0.3,0.4,0.0
cmefeel,32,Managing your own feelings in the context of providing healthcare and social care services.,"While LLMs could offer some self-help resources (E1) or integrate with mindfulness apps (E2), managing one's feelings is primarily a personal skill (E0), with minimal impact from image processing (E3).",0.7,0.2,0.1,0.0
cothfeel,32,"Handling the feelings of other people, specifically clients/patients, in healthcare and social care settings.","LLMs can provide real-time suggestions for empathetic responses (E1) and integrate with CRM systems to personalize interactions (E2), but human judgment remains crucial (E0), and image processing is less relevant (E3).",0.4,0.3,0.3,0.0
clookprt,32,"Looking the part, meaning presenting a professional appearance appropriate for a healthcare or social care setting.","Maintaining a professional appearance relies primarily on personal choices and existing guidelines (E0), with limited potential for LLM impact (E1, E2) or image processing (E3).",0.9,0.05,0.05,0.0
csoundprt,32,"Sounding the part, meaning communicating effectively and professionally with clients/patients and colleagues in a healthcare or social care setting.","LLMs can directly improve communication through real-time feedback and suggested phrasing (E1) and integrate with communication platforms for enhanced clarity and professionalism (E2), but human interaction remains essential (E0), and image processing is less relevant (E3).",0.3,0.4,0.3,0.0
cpeople,32,"Dealing with people in a healthcare and social care setting, involving direct interaction, communication, and empathy.","While LLMs can augment communication (E1) and integrated systems can manage appointments (E2), the core of this task relies on human interaction and empathy, limiting significant time reduction (E0).",0.6,0.2,0.2,0.0
ccaring,32,"Counselling, advising, or caring for customers or clients in healthcare and social care contexts, requiring empathy, specialized knowledge, and personalized support.","LLMs can provide information and support materials (E1), and integrated systems can personalize care plans (E2), but human empathy and judgment remain crucial (E0).",0.4,0.3,0.3,0.0
cselling,32,"Selling a product or service within a healthcare and social care context, such as explaining options for optical aids, assistive devices, or private care services.","LLMs can assist in explaining product details and benefits (E1), and integrated systems can manage sales processes (E2), potentially leading to time savings, but human interaction is still important (E0).",0.3,0.3,0.4,0.0
cproduct,32,"Possessing knowledge of particular products or services relevant to healthcare and social care, including medical devices, medications, therapeutic techniques, and social support programs.","LLMs excel at providing quick access to and summarizing product/service information (E1), and integration with databases can further enhance efficiency (E2), significantly reducing time spent on research.",0.1,0.6,0.3,0.0
cmotivat,32,Motivating the staff whom you manage or supervise,"Motivating staff in healthcare and social care relies heavily on interpersonal skills and emotional intelligence, limiting the impact of LLMs, though they can offer some support in communication and resource planning.",0.6,0.2,0.2,0.0
cthings,32,Keeping a close control over resources,"While existing tools already assist with resource management, LLMs and integrated applications can significantly improve efficiency through automated tracking, analysis, and optimization.",0.2,0.3,0.5,0.0
ccoach,32,Coaching the staff whom you manage,"Coaching involves personalized feedback and interaction, limiting LLM impact, though they can provide resources and track progress.",0.5,0.3,0.2,0.0
ccareers,32,Developing the careers of the staff whom you manage,"LLMs can significantly assist in career development by providing information, resources, and personalized recommendations, but human guidance remains essential.",0.3,0.4,0.3,0.0
cfuture,32,Making strategic decisions about the future of your organisation,"LLMs can significantly aid strategic decision-making by analyzing data, providing insights, and generating potential scenarios, but human oversight is crucial.",0.2,0.4,0.4,0.0
cteach,33,"Instructing, training, or teaching people, individually or in groups","LLMs can assist in creating training materials and simulations, but practical exercises and human interaction remain crucial for protective service training.",0.2,0.4,0.35,0.05
cspeech,33,Making speeches or presentations,"LLMs can significantly aid in drafting and refining speeches, but delivery and audience interaction still rely heavily on human skills.",0.15,0.5,0.3,0.05
cpersuad,33,Persuading or influencing others,"While LLMs can provide supporting information or suggest persuasive arguments, the effectiveness of persuasion in protective services often relies on human judgment, empathy, and situational awareness.",0.5,0.3,0.15,0.05
cteamwk,33,"Working with a team of people in protective service occupations, such as coordinating responses to emergencies, sharing information during investigations, or collaborating on patrol.","Teamwork in protective services relies heavily on real-time communication and coordination, where LLMs have limited impact beyond existing tools like radios and briefings.",0.7,0.15,0.15,0.0
