soc10m,sc2010mg,N,w_human_E1,w_human_E2,emmr_human
7220  'Customer service mngrs and supervisors',722,52.40000033378601,14.40859769284725,21.1821588948369,.47709307
"8111  'Food, drink and tobacco process operatives'",811,41.1750001758337,2.984245342202485,4.100618002936244,.12227211
8112  'Glass and ceramics process operatives',811,.2138229012489319,0,0,.14241396
8113  'Textile process operatives',811,.4976958930492401,0,0,.14241396
8114  'Chemical and related process operatives',811,35.19351367652416,3.977255653589964,6.281417850404978,.20225216
8115  'Rubber process operatives',811,.2060475200414658,0,0,.14241396
8116  'Plastics process operatives',811,14.40000003576279,.1223939321935177,1.092543693259358,.046435125
8117  'Metal making and treating process operatives',811,18.63905635476112,.3491198997944593,3.294006491079926,.10709357
8118  'Electroplaters',811,.152830183506012,0,0,.14241396
8119  'Process operatives n.e.c.',811,21.28531409800053,1.218402601778507,5.458437567576766,.18546221
8121  'Paper and wood machine operatives',812,30.56540562957525,.7149545922875404,2.957050908356905,.071763486
8122  'Coal mine operatives',812,.0717948749661446,0,0,.12625286
8123  'Quarry workers and related operatives',812,38.83820551633835,.3525507673621178,5.858743321150541,.084502421
8124  'Energy plant operatives',812,76.35000014305115,2.732067920267582,17.46453403867781,.15015501
8125  'Metal working machine operatives',812,35.50000017881393,.3999768188223243,3.710311995819211,.063524865
8126  'Water and sewerage plant operatives',812,60.05000019073486,3.296827752143145,18.93652928061783,.21257439
8127  'Printing machine assistants',812,21.6000000834465,1.561618722975254,5.491830471903086,.19942287
8129  'Plant and machine operatives n.e.c.',812,75.15000039339066,3.387067404575646,6.069473747164011,.085453153
8131  'Assemblers (electrical and electronic products)',813,10.70000010728836,.3175526186823845,1.411631031893194,.095641881
8132  'Assemblers (vehicles and metal goods)',813,31.46648666262627,4.781483005732298,11.41045108065009,.33326596
8133  'Routine inspectors and testers',813,17.80000013113022,1.363091650418937,4.444762904196978,.20143107
"8134  'Weighers, graders and sorters'",813,10.10000014305115,.446800890378654,2.831992770545185,.18443537
"8135  'Tyre, exhaust and windscreen fitters'",813,35.1000000834465,.0294565781950951,1.682486921548843,.024806269
8137  'Sewing machinists',813,26.60000020265579,.5528962761163712,1.048586116172373,.040495839
8139  'Assemblers and routine operatives n.e.c.',813,18.65000027418137,.299975099042058,1.992797823622823,.069510669
"8141  'Scaffolders, stagers and riggers'",814,21.90000009536743,.0917293280363083,1.389883980154991,.035921063
8142  'Road construction operatives',814,23.59999996423721,.0215419493615627,1.382647648453712,.030206177
8143  'Rail construction and maintenance operatives',814,23.60000020265579,.1540025435388088,1.64934429526329,.041469265
8149  'Construction operatives n.e.c.',814,150.1000006198883,3.938768463209271,14.09335943311453,.07318753
8211  'Large goods vehicle drivers',821,36.80000025033951,2.569881021976471,10.44059007242322,.21168956
8212  'Van drivers',821,5.943975925445557,.2908174097537994,.5287170503288507,.093401447
8213  'Bus and coach drivers',821,29.95000022649765,.8986475132405758,7.60690426453948,.15699832
8214  'Taxi and cab drivers and chauffeurs',821,20.8500000834465,1.329588267952204,7.228044550865889,.23710363
8215  'Driving instructors',821,38.1500004529953,8.743374187499285,11.41775523126125,.37882704
8221  'Crane drivers',822,23.60000026226044,.4551151525229216,2.282546295784414,.067643568
8222  'Fork-lift truck drivers',822,13.34999996423721,.3110913801938295,1.657390508800745,.085377276
8223  'Agricultural machinery drivers',822,5.208333559334278,.1257130345329642,2.158917671069503,.23139299
8229  'Mobile machine drivers and operatives n.e.c.',822,.5833333134651184,0,0,.092213221
8231  'Train and tram drivers',823,27.3500000834465,.8779967427253723,5.825401611626148,.13859954
8232  'Marine and waterways transport operatives',823,29.40000021457672,.3888326287269592,6.923196662217379,.13096704
8233  'Air transport operatives',823,25.25000005960464,1.221851393580437,5.51140084117651,.15752681
8234  'Rail transport operatives',823,54.05000001192093,3.416059873998165,21.08788835257292,.25827944
8239  'Other drivers and transport operatives n.e.c.',823,19.05000007152557,.636079341173172,3.401349119842052,.12266424
9111  'Farm workers',911,32.6000000834465,.6814121380448341,2.692197993397713,.062193591
9112  'Forestry workers',911,44.64999997615814,4.483232829719782,10.02829527668655,.2127073
9119  'Fishing and other elementary agriculture occs n.e.c.',911,78.45000034570694,.7631345987319946,6.735862775240093,.052658584
9120  'Elementary construction occupations',912,105.850000679493,2.107684683054686,4.834022316150367,.042746298
9132  'Industrial cleaning process occupations',913,19.95000016689301,.2464568838477135,1.06060867710039,.038935401
"9134  'Packers, bottlers, canners and fillers'",913,23.70000022649765,.3313289955258369,2.126741067506373,.058848079
9139  'Elementary process plant occupations n.e.c.',913,11.3949309065938,.8447193242609501,4.580421884544194,.27511621
"9211  'Postal workers, mail sorters, mssngrs and couriers'",921,47.73497542738914,4.967683307826519,14.84338990785182,.25954509
9219  'Elementary administration occupations n.e.c.',921,23.35000014305115,1.367656983435154,5.174115237779915,.16936679
9231  'Window cleaners',923,3.849999964237213,0,.3394209444522858,.079483204
9232  'Street cleaners',923,2.399999976158142,0,0,.079483204
9233  'Cleaners and domestics',923,42.25000011920929,2.877514626830816,3.842506170272827,.1135803
"9234  'Launderers, dry cleaners and pressers'",923,52.55000030994415,.036802576854825,4.138945192098618,.040081356
9235  'Refuse and salvage occupations',923,34.10000026226044,3.947828397154808,3.003384387120605,.15980999
9236  'Vehicle valeters and cleaners',923,16.80000007152557,.0759999975562096,.5205600988119841,.02001667
9239  'Elementary cleaning occupations n.e.c.',923,34.8500000834465,1.112992271780968,1.747831651009619,.057013143
9241  'Security guards and related occupations',924,37.64971134066582,5.571018885821104,10.37700881808996,.28577971
9242  'Parking and civil enforcement occupations',924,44.75000029802322,5.133021462708712,12.30635521188378,.25220555
9244  'School midday and crossing patrol occupations',924,16.80000007152557,1.037830770015717,5.404958628118038,.2226375
9251  'Shelf fillers',925,16.40000003576279,.9200144857168198,3.063207268714905,.14948891
9259  'Elementary sales occupations n.e.c.',925,21.8500000834465,2.284248732030392,6.632502093911171,.25631577
9260  'Elementary storage occupations',926,43.60000038146973,1.961691288277507,6.977460330352187,.12500967
9271  'Hospital porters',927,14.35000002384186,.3393658325076103,.6696354858577251,.046981435
9272  'Kitchen and catering assistants',927,72.66816329956055,5.026531577110291,7.867158021777868,.12330174
9273  'Waiters and waitresses',927,33.90000027418137,6.562783684581518,4.954488188028336,.26666749
9274  'Bar staff',927,39.05981813371181,5.497587319463491,7.204918175935745,.23297718
9275  'Leisure and theme park attendants',927,40.10000026226044,7.854891587048769,5.986175701022148,.27052319
9279  'Other elementary services occupations n.e.c.',927,34.75000011920929,4.616351410746574,7.912239437922835,.24668981
